iter	MultiClass
210	0.2680891592
211	0.2680027637
212	0.26789964
213	0.26781159
214	0.2677805191
215	0.2676914669
216	0.2675878098
217	0.2675273642
218	0.2674429155
219	0.2673680883
220	0.2672582989
221	0.2671742393
222	0.267122125
223	0.2670938841
224	0.2669975174
225	0.2669524307
226	0.2669200931
227	0.2669044235
228	0.2668743968
229	0.2667908313
230	0.2667416851
231	0.2667203271
232	0.2666535924
233	0.266625081
234	0.26658304
235	0.2664525847
236	0.2663809436
237	0.2663370489
238	0.2662296815
239	0.2662113281
240	0.2661303868
241	0.2661151496
242	0.2660707788
243	0.266043335
244	0.2660197268
245	0.265971663
246	0.2658901207
247	0.2657561832
248	0.2656423854
249	0.2655947878
250	0.2655550374
251	0.2654995668
252	0.2654800982
253	0.2654564921
254	0.2653853895
255	0.2653500229
256	0.2653392873
257	0.2652660807
258	0.2651444038
259	0.2650439562
260	0.2650081739
261	0.2649891062
262	0.2649392121
263	0.2647981234
264	0.2647509026
265	0.2646256139
266	0.2646015524
267	0.2645391078
268	0.2644823835
269	0.2644130079
270	0.2643675153
271	0.2642835986
272	0.2641660101
273	0.2641298028
274	0.2640781134
275	0.2640466437
276	0.263953914
277	0.2639190772
278	0.2638359163
279	0.263811577
280	0.2637540446
281	0.2636858456
282	0.2636255539
283	0.263592006
284	0.2635315456
285	0.2634458445
286	0.2634082781
287	0.2633607277
288	0.2633333381
289	0.2633122469
290	0.263257944
291	0.2632373804
292	0.2631786837
293	0.2631506612
294	0.2630712573
295	0.2630041586
296	0.262956484
297	0.2629244685
298	0.2628826827
299	0.2628474224
300	0.2628189499
301	0.26280068
302	0.2627601704
303	0.2627319776
304	0.2626161598
305	0.262546832
306	0.2625087659
307	0.2623999931
308	0.2623586161
309	0.2622878764
310	0.2622673471
311	0.2622489019
312	0.2622185874
313	0.2622044262
314	0.2621862711
315	0.2621380047
316	0.2621122746
317	0.2620857707
318	0.2620560458
319	0.2620163983
320	0.2619716049
321	0.2619641573
322	0.2619074848
323	0.261888891
324	0.2618525543
325	0.2618222702
326	0.2617578169
327	0.2617275362
328	0.261653495
329	0.2616312138
330	0.2615648148
331	0.2614986161
332	0.2614740888
333	0.2614420133
334	0.2614316982
335	0.2613524746
336	0.2613203681
337	0.2612573113
338	0.2612442086
339	0.261195955
340	0.2611544503
341	0.2611217715
342	0.2610877998
343	0.2610032857
344	0.2609962846
345	0.2609733096
346	0.2609409428
347	0.2608854899
348	0.260849235
349	0.2608048493
350	0.2607659009
351	0.2607233915
352	0.2606797743
353	0.2606609531
354	0.2606056426
355	0.2605798316
356	0.260564046
357	0.2605484609
358	0.2605187623
359	0.2604890877
360	0.2604828685
361	0.2604457518
362	0.260399873
363	0.2603891516
364	0.2603556634
365	0.2603292236
366	0.2602728861
367	0.2602322969
368	0.2602035654
369	0.2601359408
370	0.2601238216
371	0.2600747867
372	0.2600517354
373	0.2600076136
374	0.259962864
375	0.2599392465
376	0.2599135593
377	0.2598699485
378	0.2598002838
379	0.2597879112
380	0.259756177
381	0.2597235296
382	0.2596759272
383	0.2596322217
384	0.2595945123
385	0.2595759255
386	0.2595288916
387	0.2594963201
388	0.25944016
389	0.2593992714
390	0.2593519932
391	0.2593243011
392	0.2592769265
393	0.2592132794
394	0.2591720713
395	0.2591499044
396	0.259129933
397	0.2591095954
398	0.259091033
399	0.2590697091
400	0.2589983197
401	0.2589710173
402	0.2589335149
403	0.2588860182
404	0.2588465819
405	0.258831898
406	0.2587782596
407	0.258720893
408	0.2587028175
409	0.2586874796
410	0.2586727951
411	0.2586213184
412	0.2585930103
413	0.2585814169
414	0.2585021513
415	0.2584899506
416	0.2584793827
417	0.2584333922
418	0.2584058204
419	0.2583669411
420	0.2583381909
421	0.2583122219
422	0.2582800657
423	0.2581932826
424	0.2581311582
425	0.2580937087
426	0.2580414873
427	0.2579886093
428	0.2579364261
429	0.2578928978
430	0.2578637952
431	0.2578497561
432	0.2578052926
433	0.2577833518
434	0.2577625028
435	0.2577488914
436	0.2577270978
437	0.2576633656
438	0.2576340348
439	0.257624235
440	0.2576132835
441	0.257583825
442	0.2575578255
443	0.2575308417
444	0.257445971
445	0.2574287947
446	0.2574135192
447	0.2574006597
448	0.2573863592
449	0.2573707698
450	0.2573382282
451	0.2573162693
452	0.2573081901
453	0.2572928937
454	0.2572684956
455	0.2572483199
456	0.2572331361
457	0.2572245838
458	0.2571952355
459	0.2571801486
460	0.2571436113
461	0.257115121
462	0.2571004766
463	0.2570632346
464	0.2570368593
465	0.2570093194
466	0.2569949811
467	0.2569544615
468	0.2569090404
469	0.2568703267
470	0.2568414454
471	0.2568204813
472	0.2568099476
473	0.2567870136
474	0.256755859
475	0.2567451474
476	0.256733482
477	0.2567208969
478	0.2567078207
479	0.2566491005
480	0.2566024977
481	0.2565842838
482	0.2565500003
483	0.2564737838
484	0.2564343914
485	0.2563949937
486	0.2563534779
487	0.2563222568
488	0.256301952
489	0.2562646797
490	0.2562364624
491	0.2562139815
492	0.25618621
493	0.2561623033
494	0.2561289231
495	0.2560788727
496	0.2560580647
497	0.2560357773
498	0.2559999966
499	0.255977753
500	0.2559467397
501	0.2559289803
502	0.2558931227
503	0.2558877492
504	0.2558493032
505	0.2558386024
506	0.2558280055
507	0.2557964375
508	0.2557706894
509	0.2557443574
510	0.2557207009
511	0.2557087688
512	0.2557016415
513	0.2556474056
514	0.2556168094
515	0.2555985686
516	0.2555724546
517	0.2555633631
518	0.2555432557
519	0.2555205936
520	0.2555093929
521	0.2554901823
522	0.2554642461
523	0.2554143047
524	0.255399238
525	0.2553857539
526	0.2553580241
527	0.2552963621
528	0.2552265192
529	0.2551830501
530	0.2550990182
531	0.25507674
532	0.255054797
533	0.2550449338
534	0.2550050595
535	0.2549998289
536	0.2549797049
537	0.2549566045
538	0.254932019
539	0.2549129158
540	0.2548968233
541	0.2548829496
542	0.2548348707
543	0.2548115321
544	0.2547878486
545	0.2547633711
546	0.2547429184
547	0.2547000316
548	0.254679138
549	0.254665905
550	0.2546345145
551	0.2546053751
552	0.2545929636
553	0.2545674843
554	0.2545373742
555	0.2545214453
556	0.2544949464
557	0.2544861343
558	0.2544500148
559	0.2544080851
560	0.2544007836
561	0.2543796857
562	0.2543764316
563	0.2543559736
564	0.2543157396
565	0.254253258
566	0.2542394135
567	0.2542126729
568	0.2542033812
569	0.2541875588
570	0.2541693037
571	0.2541319356
572	0.2541092654
573	0.2540822508
574	0.2540592607
575	0.2540357763
576	0.2540114798
577	0.2539872806
578	0.2539773591
579	0.2539487161
580	0.2538999693
581	0.2538805716
582	0.2538247483
583	0.2538015175
584	0.253776691
585	0.2537706803
586	0.2537405014
587	0.2536770721
588	0.253659556
589	0.2536523345
590	0.2536178532
591	0.2536012614
592	0.2535511669
593	0.2535258842
594	0.2535030031
595	0.2534863831
596	0.2534581841
597	0.2534484621
598	0.2534405466
599	0.2534302849
600	0.2534155245
601	0.2534015129
602	0.2533844616
603	0.2533725065
604	0.2533631234
605	0.2533104021
606	0.2532849544
607	0.2532709443
608	0.2532576115
609	0.2532404779
610	0.2532218732
611	0.2531966432
612	0.2531930716
613	0.2531694338
614	0.253140818
615	0.2531073113
616	0.2530916422
617	0.253069151
618	0.2530532678
619	0.2530427415
620	0.2530346101
621	0.2530223534
622	0.2530132372
623	0.252962169
624	0.2529499009
625	0.2529020765
626	0.2528855523
627	0.2528577477
628	0.2528378864
629	0.2527955464
630	0.2527665756
631	0.2526947524
632	0.252680251
633	0.2526300755
634	0.2525997235
635	0.252585298
636	0.2525829336
637	0.2525754654
638	0.2525111462
639	0.2524641343
640	0.2524114823
641	0.2523902321
642	0.2523795073
643	0.2523625905
644	0.2523315586
645	0.2523165702
646	0.252307244
647	0.2522752263
648	0.2522238729
649	0.2521893085
650	0.252142506
651	0.2521069063
652	0.252093051
653	0.2520771433
654	0.2520651024
655	0.2520362096
656	0.2520269501
657	0.2520204619
658	0.2520025978
659	0.2519763607
660	0.251931898
661	0.2519254964
662	0.2518650845
663	0.2518583033
664	0.2518416443
665	0.2518207089
666	0.2517990406
667	0.2517899407
668	0.2517538069
669	0.2517474095
670	0.2517403552
671	0.25172584
672	0.2517026414
673	0.2516637371
674	0.2516538268
675	0.2516236686
676	0.2516000942
677	0.2515870243
678	0.2515666803
679	0.2515581536
680	0.2515082107
681	0.2515006884
682	0.2514589189
683	0.2514347395
684	0.2514057797
685	0.2513835396
686	0.251363523
687	0.2513203697
688	0.2512959884
689	0.2512796776
690	0.2512401213
691	0.251213115
692	0.2511873736
693	0.2511776969
694	0.2511514739
695	0.2511493737
696	0.2511387923
697	0.251102315
698	0.251080088
699	0.2510754704
700	0.2510583162
701	0.2510363732
702	0.2510150991
703	0.2510079334
704	0.2510036302
705	0.2509809147
706	0.2509669486
707	0.2509453544
708	0.2509353772
709	0.25092245
710	0.2508889007
711	0.250842148
712	0.2508390016
713	0.2507976724
714	0.2507766294
715	0.2507718537
716	0.2507577148
717	0.2507499064
718	0.250720272
719	0.2507070591
720	0.2507029218
721	0.25069766
722	0.2506736157
723	0.2506593085
724	0.2506530188
725	0.2506419934
726	0.2506224218
727	0.2506031028
728	0.2505938223
729	0.2505591361
730	0.2505508566
731	0.2505329771
732	0.2505132404
733	0.2504892117
734	0.2504732126
735	0.2504358326
736	0.2504013244
737	0.2503575563
738	0.2503533361
739	0.2503307114
740	0.2503125215
741	0.2502766033
742	0.250255359
743	0.2501958024
744	0.2501829914
745	0.2501389755
746	0.2501192344
747	0.2501037965
748	0.2500785595
749	0.2500746727
750	0.2500596426
751	0.2500287197
752	0.2499909292
753	0.2499804474
754	0.2499780111
755	0.2499506402
756	0.2499475459
757	0.2499434263
758	0.2499190376
759	0.2499112795
760	0.249900527
761	0.2498973522
762	0.249890847
763	0.2498821685
764	0.2498709426
765	0.2498627553
766	0.2498539922
767	0.2498400693
768	0.2498175954
769	0.2498061399
770	0.2497914733
771	0.2497646877
772	0.2497507198
773	0.2497121534
774	0.2497071472
775	0.2496936857
776	0.2496827713
777	0.2496277421
778	0.2495942795
779	0.2495838948
780	0.2495465488
781	0.2494952643
782	0.2494528264
783	0.2494500591
784	0.2494352576
785	0.2494278652
786	0.2494122323
787	0.2493919063
788	0.2493649785
789	0.2493312735
790	0.2492792131
791	0.2492595838
792	0.249214386
793	0.2491892089
794	0.249178432
795	0.2491661276
796	0.2491234731
797	0.2490808263
798	0.2490633964
799	0.2490588077
800	0.2490486984
801	0.249040111
802	0.2490045794
803	0.2489584673
804	0.2489300642
805	0.2489156181
806	0.2488972889
807	0.2488724774
808	0.2488344007
809	0.2488235469
810	0.2488045703
811	0.2487872355
812	0.2487763194
813	0.2487646935
814	0.2487299642
815	0.248714211
816	0.2486991668
817	0.2486949465
818	0.2486841736
819	0.2486656697
820	0.2486399018
821	0.2486116281
822	0.2485907191
823	0.2485836415
824	0.2485679358
825	0.2485359131
826	0.2485210616
827	0.248503992
828	0.2484930811
829	0.2484673437
830	0.2484610192
831	0.2484497272
832	0.2484413372
833	0.248429103
834	0.2483769258
835	0.2483546822
836	0.2483488753
837	0.2483459867
838	0.2483417587
839	0.2483082114
840	0.2482987018
841	0.2482801918
842	0.2482501946
843	0.2482395651
844	0.2482333229
845	0.2482258348
846	0.2482142345
847	0.2481827769
848	0.2481636888
849	0.2481566273
850	0.248139944
851	0.2481255534
852	0.2481230181
853	0.2481191759
854	0.248096837
855	0.2480892633
856	0.2480755706
857	0.2480569522
858	0.2480449276
859	0.2480380953
860	0.2480220062
861	0.2479716086
862	0.2479350495
863	0.2479143553
864	0.2478778906
865	0.2478636778
866	0.2478463758
867	0.2478309072
868	0.2478266796
869	0.2477973922
870	0.2477916741
871	0.2477819446
872	0.247777292
873	0.2477523878
874	0.2477336968
875	0.2477221795
876	0.2477024168
877	0.2476955112
878	0.2476599146
879	0.2476280878
880	0.2475954031
881	0.2475664068
882	0.2475634319
883	0.2475473134
884	0.2475400027
885	0.2474733035
886	0.2474488457
887	0.247443641
888	0.2474248744
889	0.247405121
890	0.2473907975
891	0.2473644029
892	0.2473511108
893	0.2473349062
894	0.2473242647
895	0.2473082313
896	0.2472976439
897	0.2472953163
898	0.2472844661
899	0.2472379061
900	0.2471987184
901	0.2471962466
902	0.2471902084
903	0.2471713634
904	0.2471108726
905	0.2470946791
906	0.2470645247
907	0.247051749
908	0.2470480344
909	0.2470089296
910	0.2469700594
911	0.246946824
912	0.2469249899
913	0.2469018962
914	0.2468841206
915	0.2468611633
916	0.2468478719
917	0.246844353
918	0.2468241268
919	0.2468158781
920	0.246802587
921	0.2467762257
922	0.2467655665
923	0.2467618527
924	0.2467463435
925	0.2467167144
926	0.2467098752
927	0.2466976107
928	0.2466892613
929	0.2466551684
930	0.2466250146
931	0.2466157214
932	0.2465396388
933	0.2465262592
934	0.2465121173
935	0.2464888301
936	0.2464823048
937	0.2464543964
938	0.2464389321
939	0.2464077282
940	0.2464006303
941	0.2463501372
942	0.2463442891
943	0.2463259718
944	0.2463056362
945	0.2462854648
946	0.246278447
947	0.2462749045
948	0.2462588053
949	0.2462546974
950	0.2462464322
951	0.2462235664
952	0.246206648
953	0.2461821303
954	0.2461730856
955	0.2461528169
956	0.2461090763
957	0.2461003165
958	0.2460838627
959	0.2460805817
960	0.2460617719
961	0.2460470222
962	0.2460416697
963	0.246019105
964	0.2460030073
965	0.2459880953
966	0.2459709258
967	0.2459490399
968	0.2459466911
969	0.2459429493
970	0.245940846
971	0.245897886
972	0.2458866841
973	0.245862152
974	0.2458474748
975	0.2458258747
976	0.2458190546
977	0.2458170807
978	0.245810364
979	0.2457884761
980	0.2457758736
981	0.2457653335
982	0.2457568723
983	0.2457502027
984	0.2457266087
985	0.2457157703
986	0.245714076
987	0.2456947163
988	0.2456653684
989	0.2456487709
990	0.2456410678
991	0.2456327355
992	0.2456230082
993	0.2456181036
994	0.2456144794
995	0.245597773
996	0.2455779834
997	0.2455684499
998	0.2455634951
999	0.245557272
