,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,join,contract,href
567,John Joe Patrick Finn,18,"Oct 24, 2003",Ireland,GETAFE,,Central Midfield,1.0,-,0,0,0,0,0,1.92,-,"Jun 30, 2024",/john-joe-patrick-finn/profil/spieler/841121
568,Totti,20,"Dec 14, 2001",Spain,GETAFE,,Central Midfield,,1,0,0,6,0,0,1.81,-,"Jun 30, 2023",/totti/profil/spieler/708500
571,Santi García,20,"Aug 29, 2001",Spain,GETAFE,,Attacking Midfield,0.05,1,0,0,38,0,0,1.84,-,"Jun 30, 2023",/santi-garcia/profil/spieler/732096
573,Enes Ünal,25,"May 10, 1997",Turkey,GETAFE,,Centre-Forward,25.0,37,16,1,2813,0,0,1.87,"Aug 12, 2020","Jun 30, 2025",/enes-unal/profil/spieler/251106
578,Jaime Mata,33,"Oct 24, 1988",Spain,GETAFE,,Centre-Forward,3.0,24,4,0,820,0,0,1.86,"Jul 1, 2018","Jun 30, 2024",/jaime-mata/profil/spieler/227961
580,Mamor Niang,20,"Feb 4, 2002 ",Senegal,GETAFE,,Centre-Forward,0.025,5,0,0,73,0,0,1.9,-,"Jun 30, 2023",/mamor-niang/profil/spieler/715650
582,Dominik Greif,25,"Apr 6, 1997 ",Slovakia,MALLORCA,,Goalkeeper,2.0,2,0,0,210,3,1,1.97,"Jul 6, 2021","Jun 30, 2026",/dominik-greif/profil/spieler/316884
583,Leo Román,21,"Jul 6, 2000 ",Spain,MALLORCA,,Goalkeeper,0.3,5,0,0,450,7,1,1.89,"Jul 1, 2022","Jun 30, 2026",/leo-roman/profil/spieler/562742
585,Pere García,20,"Mar 22, 2002",Spain,MALLORCA,,Goalkeeper,,-,0,0,0,0,0,1.93,-,"Jun 30, 2023",/pere-garcia/profil/spieler/632913
586,Ferrán Quetglas,17,"Jun 6, 2005 ",Spain,MALLORCA,,Goalkeeper,,-,0,0,0,0,0,1.88,-,"Jun 30, 2024",/ferran-quetglas/profil/spieler/741285
587,Martin Valjent,26,"Dec 11, 1995",Slovakia,MALLORCA,,Centre-Back,4.0,39,0,0,3388,0,0,1.87,"Jul 1, 2019","Jun 30, 2025",/martin-valjent/profil/spieler/277384
588,Antonio Raíllo,30,"Oct 8, 1991 ",Spain,MALLORCA,,Centre-Back,2.0,17,2,1,1530,0,0,1.87,"Jul 1, 2016","Jun 30, 2024",/antonio-raillo/profil/spieler/278296
589,Franco Russo,27,"Oct 25, 1994",Argentina,MALLORCA,,Centre-Back,1.2,22,1,0,1689,0,0,1.86,"Jul 9, 2018","Jun 30, 2026",/franco-russo/profil/spieler/378463
591,Josep Gayá,21,"Jul 7, 2000 ",Spain,MALLORCA,,Centre-Back,,4,2,0,359,0,0,-,-,"Jun 30, 2023",/josep-gaya/profil/spieler/632495
593,Jaume Costa,34,"Mar 18, 1988",Spain,MALLORCA,,Left-Back,1.2,28,0,5,2056,0,0,1.71,"Jul 7, 2021","Jun 30, 2023",/jaume-costa/profil/spieler/65318
594,Marc Carmona,21,"Jan 8, 2001 ",Spain,MALLORCA,,Left-Back,,-,0,0,0,0,0,-,-,-,/marc-carmona/profil/spieler/628488
595,Marcos Fernández,18,"Jul 17, 2003",Spain,MALLORCA,,Left-Back,,-,0,0,0,0,0,-,-,"Jun 30, 2023",/marcos-fernandez/profil/spieler/947432
598,Giovanni González,27,"Sep 20, 1994",Uruguay,MALLORCA,,Right-Back,1.5,10,1,0,418,0,0,1.78,"Jan 29, 2022","Jun 30, 2024",/giovanni-gonzalez/profil/spieler/339699
599,Miguelito,21,"Jan 12, 2001",Spain,MALLORCA,,Right-Back,,-,0,0,0,0,0,-,-,"Jun 30, 2023",/miguelito/profil/spieler/632498
601,Iddrisu Baba,26,"Jan 22, 1996",Ghana,MALLORCA,,Central Midfield,3.5,26,1,0,1942,0,0,1.82,"Jul 1, 2018","Jun 30, 2024",/iddrisu-baba/profil/spieler/442805
602,Iñigo Ruiz de Galarreta,28,"Aug 6, 1993 ",Spain,MALLORCA,,Central Midfield,1.8,26,0,1,1599,0,0,1.75,"Sep 1, 2019","Jun 30, 2023",/inigo-ruiz-de-galarreta/profil/spieler/126751
603,Antonio Sánchez,25,"Apr 22, 1997",Spain,MALLORCA,,Central Midfield,1.5,33,1,0,1860,0,0,1.79,"Jul 1, 2018","Jun 30, 2024",/antonio-sanchez/profil/spieler/513031
605,Clément Grenier,31,"Jan 7, 1991 ",France,MALLORCA,,Central Midfield,1.0,5,1,0,55,0,0,1.86,"Mar 3, 2022","Jun 30, 2024",/clement-grenier/profil/spieler/72479
607,Kang-in Lee,21,"Feb 19, 2001","Korea, South",MALLORCA,,Attacking Midfield,6.0,34,1,3,1544,0,0,1.73,"Aug 30, 2021","Jun 30, 2025",/kang-in-lee/profil/spieler/557149
608,Dani Rodríguez,34,"Jun 6, 1988 ",Spain,MALLORCA,,Attacking Midfield,1.2,40,3,4,3110,0,0,1.78,"Jul 1, 2018","Jun 30, 2024",/dani-rodriguez/profil/spieler/139435
609,Thomas Giaquinto,22,"Mar 20, 2000",Argentina,MALLORCA,,Attacking Midfield,0.15,-,0,0,0,0,0,1.75,-,"Jun 30, 2023",/thomas-giaquinto/profil/spieler/632501
610,Amath Ndiaye,25,"Jul 16, 1996",Senegal,MALLORCA,,Left Winger,2.0,21,0,1,995,0,0,1.73,"Jul 1, 2021","Jun 30, 2025",/amath-ndiaye/profil/spieler/339820
612,Javi Llabrés,19,"Sep 11, 2002",Spain,MALLORCA,,Left Winger,,8,1,2,307,0,0,1.74,"Jul 1, 2022","Jun 30, 2023",/javi-llabres/profil/spieler/706138
618,Ángel Rodríguez,35,"Apr 26, 1987",Spain,MALLORCA,,Centre-Forward,2.0,33,8,4,1709,0,0,1.71,"Jul 2, 2021","Jun 30, 2023",/angel-rodriguez/profil/spieler/51510
619,Abdón Prats,29,"Dec 7, 1992 ",Spain,MALLORCA,,Centre-Forward,1.5,27,4,0,909,0,0,1.81,"Jul 4, 2017","Jun 30, 2024",/abdon-prats/profil/spieler/177452
621,Pablo Gálvez,20,"Oct 30, 2001",Spain,MALLORCA,,Centre-Forward,,-,0,0,0,0,0,-,-,"Jun 30, 2023",/pablo-galvez/profil/spieler/632499
622,Conan Ledesma,29,"Feb 13, 1993",Argentina,CÁDIZ,,Goalkeeper,6.0,38,0,0,3420,51,13,1.86,"Jul 1, 2021","Jun 30, 2025",/conan-ledesma/profil/spieler/284342
623,David Gil,28,"Jan 11, 1994",Spain,CÁDIZ,,Goalkeeper,0.8,5,0,0,480,2,4,1.86,"Jul 1, 2018","Jun 30, 2025",/david-gil/profil/spieler/162027
625,Victor Aznar,19,"Oct 17, 2002",Brazil,CÁDIZ,,Goalkeeper,0.05,15,0,0,1339,13,7,1.89,-,"Jun 30, 2027",/victor-aznar/profil/spieler/706797
626,Fali,28,"Aug 12, 1993",Spain,CÁDIZ,,Centre-Back,3.0,31,0,2,2044,0,0,1.86,"Jul 1, 2019","Jun 30, 2024",/fali/profil/spieler/252667
630,Juan Cala,32,"Nov 26, 1989",Spain,CÁDIZ,,Centre-Back,0.9,16,0,1,1119,0,0,1.86,"Jul 17, 2019","Jun 30, 2024",/juan-cala/profil/spieler/67089
631,Luis Hernández,33,"Apr 14, 1989",Spain,CÁDIZ,,Centre-Back,0.8,44,1,0,3781,0,0,1.82,"Jan 31, 2022","Jun 30, 2025",/luis-hernandez/profil/spieler/62945
632,Alfonso Espino,30,"Jan 5, 1992 ",Uruguay,CÁDIZ,,Left-Back,6.0,41,2,2,3458,0,0,1.72,"Jan 28, 2019","Jun 30, 2023",/alfonso-espino/profil/spieler/311044
633,Santiago Arzamendia,24,"May 5, 1998 ",Paraguay,CÁDIZ,,Left-Back,1.8,17,1,0,760,0,0,1.72,"Jul 8, 2021","Jun 30, 2025",/santiago-arzamendia/profil/spieler/520947
634,Genar Fornés,22,"Jan 17, 2000",Spain,CÁDIZ,,Left-Back,0.15,26,1,0,2022,0,0,1.8,-,"Jun 30, 2023",/genar-fornes/profil/spieler/628490
635,Iza Carcelén,29,"Apr 23, 1993",Spain,CÁDIZ,,Right-Back,1.5,27,0,2,1575,0,0,1.7,"Jul 1, 2019","Jun 30, 2023",/iza-carcelen/profil/spieler/254037
639,José Mari,34,"Dec 6, 1987 ",Spain,CÁDIZ,,Defensive Midfield,0.4,11,0,0,385,0,0,1.82,"Aug 16, 2016","Jun 30, 2025",/jose-mari/profil/spieler/225462
640,Tomás Alarcón,23,"Jan 19, 1999",Chile,CÁDIZ,,Central Midfield,3.0,24,1,1,1459,0,0,1.76,"Jul 1, 2021","Jun 30, 2023",/tomas-alarcon/profil/spieler/454238
643,Álvaro Bastida,18,"May 12, 2004",Spain,CÁDIZ,,Central Midfield,1.0,28,1,0,1629,0,0,1.7,-,"Jun 30, 2026",/alvaro-bastida/profil/spieler/882772
645,Álex Fernández,29,"Oct 15, 1992",Spain,CÁDIZ,,Attacking Midfield,6.0,35,3,2,2208,0,0,1.83,"Aug 7, 2017","Jun 30, 2025",/alex-fernandez/profil/spieler/89733
649,Iván Alejo,27,"Feb 10, 1995",Spain,CÁDIZ,,Right Winger,1.2,24,2,4,1264,0,0,1.86,"Aug 4, 2020","Jun 30, 2025",/ivan-alejo/profil/spieler/281755
652,Antony Lozano,29,"Apr 25, 1993",Honduras,CÁDIZ,,Centre-Forward,4.0,31,7,4,1675,0,0,1.83,"Aug 4, 2020","Jun 30, 2023",/antony-lozano/profil/spieler/131275
654,Rubén Sobrino,30,"Jun 1, 1992 ",Spain,CÁDIZ,,Centre-Forward,2.0,38,4,1,2149,0,0,1.85,"Aug 30, 2021","Jun 30, 2024",/ruben-sobrino/profil/spieler/85383
655,Álvaro Negredo,36,"Aug 20, 1985",Spain,CÁDIZ,,Centre-Forward,1.5,39,10,5,2417,0,0,1.86,"Aug 4, 2020","Jun 30, 2023",/alvaro-negredo/profil/spieler/18644
658,Pedro Benito,22,"Mar 27, 2000",Spain,CÁDIZ,,Centre-Forward,0.3,33,4,1,1264,0,0,1.82,-,"Jun 30, 2023",/pedro-benito/profil/spieler/835794
659,Fernando Martínez,32,"Jun 10, 1990",Spain,ALMERÍA,,Goalkeeper,0.8,42,0,0,3727,34,16,1.83,"Jul 5, 2017","Jun 30, 2025",/fernando-martinez/profil/spieler/81997
661,Diego Fuoli,24,"Oct 20, 1997",Spain,ALMERÍA,,Goalkeeper,0.2,3,0,0,330,3,0,1.88,"Jul 1, 2022","Jun 30, 2023",/diego-fuoli/profil/spieler/531274
662,Rodrigo Ely,28,"Nov 3, 1993 ",Brazil,ALMERÍA,,Centre-Back,2.0,12,3,0,979,0,0,1.91,"Mar 7, 2022","Jun 30, 2024",/rodrigo-ely/profil/spieler/176140
663,Chumi,23,"Mar 2, 1999 ",Spain,ALMERÍA,,Centre-Back,2.0,27,1,0,2346,0,0,1.85,"Sep 10, 2020","Jun 30, 2025",/chumi/profil/spieler/333361
667,Juan Ibiza,26,"Aug 17, 1995",Spain,ALMERÍA,,Centre-Back,0.5,28,1,0,2383,0,0,1.87,"Jul 10, 2019","Jun 30, 2023",/juan-ibiza/profil/spieler/411294
668,Iván Martos,25,"May 15, 1997",Spain,ALMERÍA,,Centre-Back,0.4,14,0,0,898,0,0,1.83,"Jul 1, 2019","Jun 30, 2023",/ivan-martos/profil/spieler/406773
670,Aitor Puñal,23,"Apr 1, 1999 ",Spain,ALMERÍA,,Centre-Back,,3,1,1,330,0,0,1.77,-,"Jun 30, 2023",/aitor-punal/profil/spieler/423435
671,Sergio Akieme,24,"Dec 16, 1997",Spain,ALMERÍA,,Left-Back,4.0,32,1,2,2513,0,0,1.75,"Jul 7, 2021","Jun 30, 2026",/sergio-akieme/profil/spieler/355627
672,Álex Centelles,22,"Aug 30, 1999",Spain,ALMERÍA,,Left-Back,1.5,23,0,1,1602,0,0,1.85,"Oct 2, 2020","Jun 30, 2026",/alex-centelles/profil/spieler/423443
673,David Cuenca,20,"Apr 5, 2002 ",Spain,ALMERÍA,,Left-Back,0.05,3,0,0,330,0,0,1.82,-,"Jun 30, 2023",/david-cuenca/profil/spieler/710000
675,Juanjo Nieto,27,"Oct 3, 1994 ",Spain,ALMERÍA,,Right-Back,0.7,19,0,2,793,0,0,1.74,"Jul 9, 2021","Jun 30, 2024",/juanjo-nieto/profil/spieler/327207
677,Samú Costa,21,"Nov 27, 2000",Portugal,ALMERÍA,,Defensive Midfield,5.0,40,0,2,3261,0,0,1.85,"Jul 1, 2021","Jun 30, 2026",/samu-costa/profil/spieler/657430
678,Iñigo Eguaras,30,"Mar 7, 1992 ",Spain,ALMERÍA,,Defensive Midfield,0.8,35,3,1,2148,0,0,1.81,"Jan 21, 2022","Jun 30, 2024",/inigo-eguaras/profil/spieler/89731
679,Lucas Robertone,25,"Mar 18, 1997",Argentina,ALMERÍA,,Central Midfield,4.0,27,4,4,1899,0,0,1.69,"Oct 1, 2020","Jun 30, 2028",/lucas-robertone/profil/spieler/457221
680,Arnau Puigmal,21,"Jan 10, 2001",Spain,ALMERÍA,,Central Midfield,1.5,34,5,4,1429,0,0,1.74,"Jul 9, 2021","Jun 30, 2026",/arnau-puigmal/profil/spieler/536030
681,César de la Hoz,30,"Mar 30, 1992",Spain,ALMERÍA,,Central Midfield,1.0,43,0,0,3186,0,0,1.79,"Jul 4, 2018","Jun 30, 2023",/cesar-de-la-hoz/profil/spieler/226261
682,Mamadou Sylla,18,"Jan 26, 2004",Spain,ALMERÍA,,Central Midfield,0.15,-,0,0,0,0,0,1.79,-,"Jun 30, 2023",/mamadou-sylla/profil/spieler/654177
684,Largie Ramazani,21,"Feb 27, 2001",Belgium,ALMERÍA,,Left Winger,4.0,33,9,1,2166,0,0,1.67,"Aug 24, 2020","Jun 30, 2025",/largie-ramazani/profil/spieler/518644
686,Francisco Portillo,32,"Jun 13, 1990",Spain,ALMERÍA,,Right Winger,2.0,40,3,8,2691,0,0,1.69,"Jul 22, 2021","Jun 30, 2023",/francisco-portillo/profil/spieler/138803
690,Carlos Rojas,20,"Apr 18, 2002",Spain,ALMERÍA,,Right Winger,0.1,3,2,0,329,0,0,-,-,"Jun 30, 2025",/carlos-rojas/profil/spieler/628473
692,Dyego Sousa,32,"Sep 14, 1989",Portugal,ALMERÍA,,Centre-Forward,1.0,26,5,5,587,0,0,1.89,"Aug 31, 2021","Jun 30, 2024",/dyego-sousa/profil/spieler/157036
693,Carlos Gilbert,23,"Apr 16, 1999",Spain,ALMERÍA,,Centre-Forward,0.15,5,1,0,388,0,0,-,-,"Jun 30, 2023",/carlos-gilbert/profil/spieler/341270
694,Raúl Caballero,21,"Jan 16, 2001",Spain,ALMERÍA,,Centre-Forward,,7,0,0,113,0,0,1.78,-,"Jun 30, 2023",/raul-caballero/profil/spieler/635357
695,Jordi Masip,33,"Jan 3, 1989 ",Spain,REAL VALLADOLID,,Goalkeeper,0.7,24,0,0,2160,20,11,1.8,"Jul 17, 2017","Jun 30, 2024",/jordi-masip/profil/spieler/65263
697,Samuel Casado,25,"Jan 16, 1997",Spain,REAL VALLADOLID,,Goalkeeper,0.2,18,0,0,1620,28,3,1.87,-,"Jun 30, 2023",/samuel-casado/profil/spieler/388888
698,Joaquín Fernández,26,"May 31, 1996",Spain,REAL VALLADOLID,,Centre-Back,2.8,26,0,1,2092,0,0,1.9,"Aug 31, 2018","Jun 30, 2023",/joaquin-fernandez/profil/spieler/221321
699,Javi Sánchez,25,"Mar 14, 1997",Spain,REAL VALLADOLID,,Centre-Back,2.5,28,2,0,2059,0,0,1.89,"Jul 1, 2020","Jun 30, 2026",/javi-sanchez/profil/spieler/340853
700,Jawad El Yamiq,30,"Feb 29, 1992",Morocco,REAL VALLADOLID,,Centre-Back,1.2,25,2,1,1890,0,0,1.93,"Sep 24, 2020","Jun 30, 2024",/jawad-el-yamiq/profil/spieler/235412
701,Bruno González,32,"May 24, 1990",Spain,REAL VALLADOLID,,Centre-Back,1.0,21,0,0,1573,0,0,1.84,"Aug 11, 2020","Jun 30, 2023",/bruno-gonzalez/profil/spieler/188838
702,Diogo Queirós,23,"Jan 5, 1999 ",Portugal,REAL VALLADOLID,,Centre-Back,1.0,9,0,0,616,0,0,1.85,"Aug 31, 2021","Jun 30, 2023",/diogo-queiros/profil/spieler/357148
705,Kike Ríos,22,"Jan 21, 2000",Spain,REAL VALLADOLID,,Centre-Back,0.1,22,1,0,1740,0,0,1.87,-,"Jun 30, 2023",/kike-rios/profil/spieler/398435
709,Luis Pérez,27,"Feb 4, 1995 ",Spain,REAL VALLADOLID,,Right-Back,1.5,37,2,2,3006,0,0,1.73,"Aug 4, 2020","Jun 30, 2025",/luis-perez/profil/spieler/358115
711,Iván Fresneda,17,"Sep 28, 2004",Spain,REAL VALLADOLID,,Right-Back,0.2,10,0,0,764,0,0,1.82,"Jul 1, 2022","Jun 30, 2025",/ivan-fresneda/profil/spieler/946883
714,Roque Mesa,33,"Jun 7, 1989 ",Spain,REAL VALLADOLID,,Central Midfield,2.5,42,4,8,3108,0,0,1.72,"Oct 5, 2020","Jun 30, 2023",/roque-mesa/profil/spieler/202984
715,Álvaro Aguado,26,"May 1, 1996 ",Spain,REAL VALLADOLID,,Central Midfield,1.8,41,4,3,2886,0,0,1.75,"Jan 25, 2019","Jun 30, 2023",/alvaro-aguado/profil/spieler/449496
718,Anuar,27,"Jan 15, 1995",Morocco,REAL VALLADOLID,,Central Midfield,1.0,37,4,2,1214,0,0,1.73,"Jul 1, 2017","Jun 30, 2023",/anuar/profil/spieler/327126
719,Mikel Carro,23,"Jan 25, 1999",Spain,REAL VALLADOLID,,Central Midfield,0.2,34,1,1,2970,0,0,1.88,-,"Jun 30, 2023",/mikel-carro/profil/spieler/396327
720,Sergio Ortuño,23,"Mar 2, 1999 ",Spain,REAL VALLADOLID,,Central Midfield,0.05,33,2,0,2690,0,0,-,-,"Jun 30, 2023",/sergio-ortuno/profil/spieler/531476
725,Víctor Narro,23,"May 27, 1999",Spain,REAL VALLADOLID,,Left Winger,0.3,32,6,8,1980,0,0,1.76,-,"Jun 30, 2023",/victor-narro/profil/spieler/341271
727,Óscar Plano,31,"Feb 11, 1991",Spain,REAL VALLADOLID,,Right Winger,2.5,35,3,4,2255,0,0,1.79,"Jul 1, 2017","Jun 30, 2023",/oscar-plano/profil/spieler/221309
730,Dalisson de Almeida,22,"Apr 6, 2000 ",Spain,REAL VALLADOLID,,Right Winger,0.2,25,1,0,1023,0,0,1.72,-,"Jun 30, 2023",/dalisson-de-almeida/profil/spieler/644900
731,Shon Weissman,26,"Feb 14, 1996",Israel,REAL VALLADOLID,,Centre-Forward,8.0,41,21,3,3256,0,0,1.74,"Aug 31, 2020","Jun 30, 2023",/shon-weissman/profil/spieler/247652
732,Marcos André,25,"Oct 20, 1996",Brazil,REAL VALLADOLID,,Centre-Forward,5.0,36,4,3,1335,0,0,1.85,"Aug 29, 2019","Jun 30, 2026",/marcos-andre/profil/spieler/481084
734,Sergio León,33,"Jan 6, 1989 ",Spain,REAL VALLADOLID,,Centre-Forward,1.2,33,7,4,1838,0,0,1.76,"Aug 31, 2021","Jun 30, 2024",/sergio-leon/profil/spieler/145769
736,Slavy,20,"May 5, 2002 ",Bulgaria,REAL VALLADOLID,,Centre-Forward,0.3,26,4,1,1002,0,0,1.82,-,"Jun 30, 2024",/slavy/profil/spieler/622991
738,Juan Carlos,34,"Jan 20, 1988",Spain,GIRONA,,Goalkeeper,0.3,44,0,0,3990,43,16,1.87,"Jul 1, 2019","Jun 30, 2023",/juan-carlos/profil/spieler/120705
739,Jonatan Morilla,22,"Dec 6, 1999 ",Spain,GIRONA,,Goalkeeper,,-,0,0,0,0,0,1.88,-,"Jun 30, 2023",/jonatan-morilla/profil/spieler/441221
740,Santiago Bueno,23,"Nov 9, 1998 ",Uruguay,GIRONA,,Centre-Back,2.0,39,1,3,3352,0,0,1.92,"Aug 19, 2019","Jun 30, 2026",/santiago-bueno/profil/spieler/438001
741,Bernardo Espinosa,32,"Jul 11, 1989",Colombia,GIRONA,,Centre-Back,1.5,45,4,1,3897,0,0,1.92,"Jul 7, 2017","Jun 30, 2024",/bernardo-espinosa/profil/spieler/64598
742,Juanpe,31,"Apr 30, 1991",Spain,GIRONA,,Centre-Back,1.5,45,2,2,3861,0,0,1.9,"Jul 7, 2016","Jun 30, 2023",/juanpe/profil/spieler/115333
743,Biel Farrés,20,"May 1, 2002 ",Spain,GIRONA,,Centre-Back,,5,0,0,404,0,0,-,-,"Jun 30, 2023",/biel-farres/profil/spieler/633167
744,Loïc Williams,20,"Jan 7, 2002 ",Spain,GIRONA,,Centre-Back,,-,0,0,0,0,0,1.88,-,"Jun 30, 2024",/loic-williams/profil/spieler/707272
745,Eric Monjonell,20,"Dec 6, 2001 ",Spain,GIRONA,,Centre-Back,,4,1,0,390,0,0,1.87,-,"Jun 30, 2023",/eric-monjonell/profil/spieler/787154
748,Arnau Martínez,19,"Apr 25, 2003",Spain,GIRONA,,Right-Back,5.0,42,2,6,3703,0,0,1.82,"Apr 1, 2021","Jun 30, 2025",/arnau-martinez/profil/spieler/826224
750,Gerard Gumbau,27,"Dec 18, 1994",Spain,GIRONA,,Defensive Midfield,3.0,37,0,6,2308,0,0,1.88,"Aug 14, 2019","Jun 30, 2023",/gerard-gumbau/profil/spieler/268670
751,Ramón Terrats,21,"Oct 18, 2000",Spain,GIRONA,,Defensive Midfield,1.0,20,0,0,1075,0,0,1.81,"Nov 1, 2020","Jun 30, 2023",/ramon-terrats/profil/spieler/783396
752,Ibrahima Kébé,21,"Aug 1, 2000 ",Mali,GIRONA,,Defensive Midfield,0.6,30,1,0,1271,0,0,1.8,"Jul 1, 2020","Jun 30, 2024",/ibrahima-kebe/profil/spieler/785967
753,Aleix García,25,"Jun 28, 1997",Spain,GIRONA,,Central Midfield,2.5,45,1,5,3571,0,0,1.73,"Jul 23, 2021","Jun 30, 2023",/aleix-garcia/profil/spieler/261504
757,Unai Hernández,17,"Dec 14, 2004",Spain,GIRONA,,Central Midfield,,1,0,0,28,0,0,1.71,-,"Jun 30, 2023",/unai-hernandez/profil/spieler/970633
758,Borja García,31,"Nov 2, 1990 ",Spain,GIRONA,,Attacking Midfield,1.5,30,2,3,2066,0,0,1.75,"Sep 3, 2021","Jun 30, 2023",/borja-garcia/profil/spieler/67808
760,Ricard Artero,19,"Feb 5, 2003 ",Spain,GIRONA,,Attacking Midfield,0.2,16,1,1,466,0,0,1.81,-,"Jun 30, 2026",/ricard-artero/profil/spieler/906025
762,Samu Saiz,31,"Jan 22, 1991",Spain,GIRONA,,Left Winger,1.0,42,4,9,2441,0,0,1.74,"Jul 18, 2019","Jun 30, 2024",/samu-saiz/profil/spieler/131506
763,Arnau Ortiz,20,"Oct 29, 2001",Spain,GIRONA,,Left Winger,0.1,15,4,0,1050,0,0,1.75,-,"Jun 30, 2023",/arnau-ortiz/profil/spieler/802046
764,Joel Roca,17,"Jun 7, 2005 ",Spain,GIRONA,,Left Winger,,-,0,0,0,0,0,1.76,-,"Jun 30, 2026",/joel-roca/profil/spieler/895326
766,Valery Fernández,22,"Nov 23, 1999",Spain,GIRONA,,Right Winger,0.8,29,1,1,1289,0,0,1.82,"Jan 1, 2019","Jun 30, 2026",/valery-fernandez/profil/spieler/331496
767,Óscar Ureña,19,"May 31, 2003",Spain,GIRONA,,Right Winger,0.2,12,0,0,564,0,0,1.71,"Jul 1, 2022","Jun 30, 2023",/oscar-urena/profil/spieler/921734
769,Suleiman Camara,20,"Dec 7, 2001 ",Spain,GIRONA,,Right Winger,,4,0,0,262,0,0,-,-,"Jun 30, 2025",/suleiman-camara/profil/spieler/707568
771,Cristhian Stuani,35,"Oct 12, 1986",Uruguay,GIRONA,,Centre-Forward,1.5,42,24,2,2925,0,0,1.84,"Jul 21, 2017","Jun 30, 2026",/cristhian-stuani/profil/spieler/59323
774,Pau Víctor,20,"Nov 26, 2001",Spain,GIRONA,,Centre-Forward,0.2,2,0,0,210,0,0,1.84,-,"Jun 30, 2023",/pau-victor/profil/spieler/707572
775,Álex Castro,20,"Jul 6, 2001 ",Spain,GIRONA,,Centre-Forward,,-,0,0,0,0,0,-,-,"Jun 30, 2023",/alex-castro/profil/spieler/707569
776,Dawda Camara,19,"Nov 4, 2002 ",Mauritania,GIRONA,,Centre-Forward,,4,1,0,121,0,0,-,-,"Jun 30, 2023",/dawda-camara/profil/spieler/891923
