,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,join,contract,href
188,Mikel Merino,26,"Jun 22, 1996",Spain,REAL SOCIEDAD,,Central Midfield,50.0,43,4,4,3676,0,0,1.89,"Jul 12, 2018","Jun 30, 2025",/mikel-merino/profil/spieler/338424
189,Ander Guevara,24,"Jul 7, 1997 ",Spain,REAL SOCIEDAD,,Central Midfield,5.0,24,0,0,1349,0,0,1.8,"Jul 1, 2019","Jun 30, 2024",/ander-guevara/profil/spieler/465967
190,Beñat Turrientes,20,"Jan 31, 2002",Spain,REAL SOCIEDAD,,Central Midfield,3.0,33,1,1,2073,0,0,1.81,"Jul 1, 2022","Jun 30, 2027",/benat-turrientes/profil/spieler/634431
192,Jon Ander Olasagasti,21,"Aug 16, 2000",Spain,REAL SOCIEDAD,,Central Midfield,1.0,35,4,4,2940,0,0,1.76,-,"Jun 30, 2025",/jon-ander-olasagasti/profil/spieler/625660
194,David Silva,36,"Jan 8, 1986 ",Spain,REAL SOCIEDAD,,Attacking Midfield,4.0,32,2,6,2104,0,0,1.7,"Aug 17, 2020","Jun 30, 2023",/david-silva/profil/spieler/35518
196,Mikel Oyarzabal,25,"Apr 21, 1997",Spain,REAL SOCIEDAD,,Left Winger,60.0,33,15,4,2548,0,0,1.81,"Jan 1, 2016","Jun 30, 2028",/mikel-oyarzabal/profil/spieler/351478
197,Ander Barrenetxea,20,"Dec 27, 2001",Spain,REAL SOCIEDAD,,Left Winger,9.0,16,1,2,745,0,0,1.75,"Jul 1, 2019","Jun 30, 2027",/ander-barrenetxea/profil/spieler/616369
198,Näis Djouahra,22,"Nov 23, 1999",France,REAL SOCIEDAD,,Left Winger,1.5,30,1,0,1380,0,0,1.72,-,"Jun 30, 2025",/nais-djouahra/profil/spieler/594926
201,Germán Valera,20,"Mar 16, 2002",Spain,REAL SOCIEDAD,,Right Winger,1.5,23,1,0,858,0,0,1.7,-,"Jun 30, 2023",/german-valera/profil/spieler/548188
202,Ander Martín,21,"Nov 16, 2000",Spain,REAL SOCIEDAD,,Right Winger,0.5,36,3,3,2018,0,0,1.77,-,"Jun 30, 2024",/ander-martin/profil/spieler/625658
205,Jon Karrikaburu,19,"Sep 19, 2002",Spain,REAL SOCIEDAD,,Centre-Forward,5.0,37,11,2,2123,0,0,1.83,"Jul 1, 2022","Jun 30, 2023",/jon-karrikaburu/profil/spieler/711382
206,Carlos Fernández,26,"May 22, 1996",Spain,REAL SOCIEDAD,,Centre-Forward,5.0,,0,0,0,0,0,1.85,"Jan 24, 2021","Jun 30, 2026",/carlos-fernandez/profil/spieler/216464
209,Rui Silva,28,"Feb 7, 1994 ",Portugal,REAL BETIS,,Goalkeeper,15.0,32,0,0,2821,34,11,1.91,"Jul 1, 2021","Jun 30, 2026",/rui-silva/profil/spieler/234811
211,Claudio Bravo,39,"Apr 13, 1983",Chile,REAL BETIS,,Goalkeeper,1.0,23,0,0,2009,27,7,1.84,"Aug 30, 2020","Jun 30, 2023",/claudio-bravo/profil/spieler/40423
212,Dani Rebollo,22,"Dec 10, 1999",Spain,REAL BETIS,,Goalkeeper,0.1,23,0,0,2070,38,3,1.88,-,"Jun 30, 2023",/dani-rebollo/profil/spieler/566666
214,Edgar González,25,"Apr 1, 1997 ",Spain,REAL BETIS,,Centre-Back,6.0,35,1,1,2658,0,0,1.93,"Jul 21, 2020","Jun 30, 2025",/edgar-gonzalez/profil/spieler/401624
215,Germán Pezzella,31,"Jun 27, 1991",Argentina,REAL BETIS,,Centre-Back,5.0,35,1,1,3155,0,0,1.87,"Aug 19, 2021","Jun 30, 2025",/german-pezzella/profil/spieler/113133
217,Víctor Ruiz,33,"Jan 25, 1989",Spain,REAL BETIS,,Centre-Back,1.5,23,0,1,1791,0,0,1.84,"Aug 31, 2020","Jun 30, 2023",/victor-ruiz/profil/spieler/62920
218,Kike Hermoso,22,"Aug 10, 1999",Spain,REAL BETIS,,Centre-Back,0.2,26,1,0,1829,0,0,1.9,-,"Jun 30, 2023",/kike-hermoso/profil/spieler/531824
219,Álex Moreno,29,"Jun 8, 1993 ",Spain,REAL BETIS,,Left-Back,18.0,45,5,5,3392,0,0,1.79,"Aug 21, 2019","Jun 30, 2026",/alex-moreno/profil/spieler/193098
220,Juan Miranda,22,"Jan 19, 2000",Spain,REAL BETIS,,Left-Back,5.0,23,1,2,1369,0,0,1.85,"Jul 1, 2021","Jun 30, 2024",/juan-miranda/profil/spieler/341227
221,Marc Baró,22,"Aug 23, 1999",Spain,REAL BETIS,,Left-Back,0.2,33,0,1,2208,0,0,1.84,-,"Jun 30, 2023",/marc-baro/profil/spieler/388512
222,José Calderón,22,"Jan 7, 2000 ",Spain,REAL BETIS,,Left-Back,0.2,17,0,1,1254,0,0,1.7,-,"Jun 30, 2023",/jose-calderon/profil/spieler/630998
224,Youssouf Sabaly,29,"Mar 5, 1993 ",Senegal,REAL BETIS,,Right-Back,3.0,17,0,1,1408,0,0,1.73,"Jul 1, 2021","Jun 30, 2026",/youssouf-sabaly/profil/spieler/135492
225,Aitor Ruibal,26,"Mar 22, 1996",Spain,REAL BETIS,,Right-Back,3.0,33,1,2,1806,0,0,1.76,"Jul 1, 2019","Jun 30, 2025",/aitor-ruibal/profil/spieler/378139
226,Martín Montoya,31,"Apr 14, 1991",Spain,REAL BETIS,,Right-Back,1.5,10,0,1,802,0,0,1.75,"Aug 25, 2020","Jun 30, 2024",/martin-montoya/profil/spieler/68645
227,Fran Delgado,20,"Jul 11, 2001",Spain,REAL BETIS,,Right-Back,0.4,34,0,1,2082,0,0,1.81,-,"Jun 30, 2024",/fran-delgado/profil/spieler/711638
228,Guido Rodríguez,28,"Apr 12, 1994",Argentina,REAL BETIS,,Defensive Midfield,25.0,47,2,3,3843,0,0,1.85,"Jan 14, 2020","Jun 30, 2024",/guido-rodriguez/profil/spieler/342385
229,William Carvalho,30,"Apr 7, 1992 ",Portugal,REAL BETIS,,Defensive Midfield,16.0,49,4,5,2933,0,0,1.87,"Jul 13, 2018","Jun 30, 2026",/william-carvalho/profil/spieler/100131
230,Paul Akouokou,24,"Dec 20, 1997",Cote d'Ivoire,REAL BETIS,,Defensive Midfield,4.0,11,0,0,755,0,0,1.81,"Sep 10, 2020","Jun 30, 2024",/paul-akouokou/profil/spieler/429901
231,Andrés Guardado,35,"Sep 28, 1986",Mexico,REAL BETIS,,Central Midfield,1.5,36,1,1,1778,0,0,1.67,"Jul 7, 2017","Jun 30, 2023",/andres-guardado/profil/spieler/20506
232,Víctor Camarasa,28,"May 28, 1994",Spain,REAL BETIS,,Central Midfield,1.0,7,0,0,101,0,0,1.83,"Jul 1, 2017","Jun 30, 2023",/victor-camarasa/profil/spieler/263856
233,Antonio Marchena,19,"Jul 27, 2002",Spain,REAL BETIS,,Central Midfield,0.1,27,1,1,1410,0,0,1.82,-,"Jun 30, 2024",/antonio-marchena/profil/spieler/718580
234,Nabil Fekir,28,"Jul 18, 1993",France,REAL BETIS,,Attacking Midfield,40.0,47,10,10,3927,0,0,1.73,"Jul 23, 2019","Jun 30, 2026",/nabil-fekir/profil/spieler/203496
235,Sergio Canales,31,"Feb 16, 1991",Spain,REAL BETIS,,Attacking Midfield,20.0,48,8,12,3765,0,0,1.78,"Jul 3, 2018","Jun 30, 2026",/sergio-canales/profil/spieler/66106
236,Rodri Sánchez,22,"May 16, 2000",Spain,REAL BETIS,,Attacking Midfield,4.0,28,1,4,1103,0,0,1.75,"Jul 1, 2021","Jun 30, 2026",/rodri-sanchez/profil/spieler/630995
237,Yassin Fekir,25,"May 5, 1997 ",France,REAL BETIS,,Attacking Midfield,0.3,32,2,1,2302,0,0,1.7,"Feb 1, 2021","Jun 30, 2023",/yassin-fekir/profil/spieler/395694
238,Juanmi,29,"May 20, 1993",Spain,REAL BETIS,,Left Winger,15.0,46,20,5,2912,0,0,1.72,"Jul 1, 2019","Jun 30, 2026",/juanmi/profil/spieler/126737
242,Joaquín,40,"Jul 21, 1981",Spain,REAL BETIS,,Right Winger,1.5,36,2,4,1207,0,0,1.81,"Aug 31, 2015","Jun 30, 2023",/joaquin/profil/spieler/7663
243,Borja Iglesias,29,"Jan 17, 1993",Spain,REAL BETIS,,Centre-Forward,15.0,51,19,1,2774,0,0,1.87,"Aug 14, 2019","Jun 30, 2026",/borja-iglesias/profil/spieler/278359
247,Gerónimo Rulli,30,"May 20, 1992",Argentina,VILLARREAL,,Goalkeeper,6.0,46,0,0,4108,46,18,1.89,"Sep 4, 2020","Jun 30, 2026",/geronimo-rulli/profil/spieler/229604
249,Iker Álvarez,20,"Jul 25, 2001",Andorra,VILLARREAL,,Goalkeeper,0.3,20,0,0,1750,20,8,1.9,-,"Jun 30, 2024",/iker-alvarez/profil/spieler/547248
250,Filip Jörgensen,20,"Apr 16, 2002",Denmark,VILLARREAL,,Goalkeeper,0.3,21,0,0,1792,20,8,1.9,"Jan 5, 2023","Jun 30, 2025",/filip-jorgensen/profil/spieler/585323
251,Pau Torres,25,"Jan 16, 1997",Spain,VILLARREAL,,Centre-Back,50.0,47,6,1,4146,0,0,1.91,"Jul 1, 2018","Jun 30, 2024",/pau-torres/profil/spieler/399776
253,Aïssa Mandi,30,"Oct 22, 1991",Algeria,VILLARREAL,,Centre-Back,6.0,22,2,0,1606,0,0,1.84,"Jul 1, 2021","Jun 30, 2025",/aissa-mandi/profil/spieler/80293
254,Raúl Albiol,36,"Sep 4, 1985 ",Spain,VILLARREAL,,Centre-Back,3.0,43,1,0,3731,0,0,1.9,"Jul 4, 2019","Jun 30, 2023",/raul-albiol/profil/spieler/15452
255,Adrián de la Fuente,23,"Feb 26, 1999",Spain,VILLARREAL,,Centre-Back,0.6,38,5,3,3337,0,0,1.79,-,"Jun 30, 2023",/adrian-de-la-fuente/profil/spieler/341263
257,Alfonso Pedraza,26,"Apr 9, 1996 ",Spain,VILLARREAL,,Left-Back,18.0,41,4,7,2368,0,0,1.84,"Jul 1, 2016","Jun 30, 2026",/alfonso-pedraza/profil/spieler/356197
258,Alberto Moreno,29,"Jul 5, 1992 ",Spain,VILLARREAL,,Left-Back,5.0,35,6,4,1812,0,0,1.71,"Jul 9, 2019","Jun 30, 2024",/alberto-moreno/profil/spieler/207917
259,Dani Tasende,21,"Jul 6, 2000 ",Spain,VILLARREAL,,Left-Back,0.5,40,4,4,3164,0,0,1.72,-,"Jun 30, 2025",/dani-tasende/profil/spieler/627282
260,Juan Foyth,24,"Jan 12, 1998",Argentina,VILLARREAL,,Right-Back,25.0,38,1,1,3022,0,0,1.87,"Jul 1, 2021","Jun 30, 2026",/juan-foyth/profil/spieler/480763
264,Lanchi,21,"Jun 23, 2001",Spain,VILLARREAL,,Right-Back,0.2,11,0,0,427,0,0,-,-,"Jun 30, 2023",/lanchi/profil/spieler/631098
265,Francis Coquelin,31,"May 13, 1991",France,VILLARREAL,,Defensive Midfield,5.0,28,3,2,1285,0,0,1.77,"Aug 12, 2020","Jun 30, 2024",/francis-coquelin/profil/spieler/74869
266,Étienne Capoue,33,"Jul 11, 1988",France,VILLARREAL,,Defensive Midfield,3.0,44,3,5,3502,0,0,1.89,"Jan 4, 2021","Jun 30, 2024",/etienne-capoue/profil/spieler/63494
269,Manu Trigueros,30,"Oct 17, 1991",Spain,VILLARREAL,,Central Midfield,14.0,47,8,4,2748,0,0,1.78,"Jul 1, 2012","Jun 30, 2025",/manu-trigueros/profil/spieler/188854
270,Dani Parejo,33,"Apr 16, 1989",Spain,VILLARREAL,,Central Midfield,9.0,46,3,13,3790,0,0,1.82,"Aug 12, 2020","Jun 30, 2024",/dani-parejo/profil/spieler/59561
272,Antonio Pacheco,20,"Jan 3, 2002 ",Spain,VILLARREAL,,Central Midfield,0.2,38,5,3,1812,0,0,1.84,-,"Jun 30, 2025",/antonio-pacheco/profil/spieler/568156
273,Carlo García,21,"Feb 12, 2001",Spain,VILLARREAL,,Attacking Midfield,0.4,36,3,2,2649,0,0,1.82,-,"Jun 30, 2026",/carlo-garcia/profil/spieler/627287
274,Arnaut Danjuma,25,"Jan 31, 1997",Netherlands,VILLARREAL,,Left Winger,50.0,34,16,4,2384,0,0,1.78,"Aug 19, 2021","Jun 30, 2023",/arnaut-danjuma/profil/spieler/355861
276,Nikita Iosifov,21,"Apr 11, 2001",Russia,VILLARREAL,,Left Winger,1.2,32,7,1,1358,0,0,1.75,-,"Jun 30, 2026",/nikita-iosifov/profil/spieler/614464
277,Yéremy Pino,19,"Oct 20, 2002",Spain,VILLARREAL,,Right Winger,40.0,40,7,4,2219,0,0,1.72,"Aug 1, 2020","Jun 30, 2027",/yeremy-pino/profil/spieler/568157
278,Samuel Chukwueze,23,"May 22, 1999",Nigeria,VILLARREAL,,Right Winger,20.0,38,7,3,1767,0,0,1.72,"Nov 1, 2018","Jun 30, 2024",/samuel-chukwueze/profil/spieler/401922
280,Gerard Moreno,30,"Apr 7, 1992 ",Spain,VILLARREAL,,Centre-Forward,40.0,27,13,6,1910,0,0,1.8,"Jul 1, 2018","Jun 30, 2027",/gerard-moreno/profil/spieler/177467
284,Nicolas Jackson,21,"Jun 20, 2001",Senegal,VILLARREAL,,Centre-Forward,1.0,36,7,9,2399,0,0,1.88,"Jul 1, 2022","Jun 30, 2026",/nicolas-jackson/profil/spieler/776890
285,Juan Carlos Arana,22,"Feb 8, 2000 ",Spain,VILLARREAL,,Centre-Forward,0.8,38,16,4,2677,0,0,1.82,-,"Jun 30, 2025",/juan-carlos-arana/profil/spieler/461631
286,Unai Simón,25,"Jun 11, 1997",Spain,ATHLETIC BILBAO,,Goalkeeper,25.0,36,0,0,3240,34,12,1.9,"Jul 1, 2018","Jun 30, 2025",/unai-simon/profil/spieler/262396
287,Julen Agirrezabala,21,"Dec 26, 2000",Spain,ATHLETIC BILBAO,,Goalkeeper,5.0,36,0,0,3270,42,9,1.87,"Jul 1, 2022","Jun 30, 2025",/julen-agirrezabala/profil/spieler/625014
289,Ander Iru,23,"Aug 22, 1998",Spain,ATHLETIC BILBAO,,Goalkeeper,0.1,10,0,0,900,13,4,1.88,"Jul 1, 2022","Jun 30, 2023",/ander-iru/profil/spieler/480958
290,Iñigo Martínez,31,"May 17, 1991",Spain,ATHLETIC BILBAO,,Centre-Back,25.0,34,4,0,3003,0,0,1.82,"Jan 30, 2018","Jun 30, 2023",/inigo-martinez/profil/spieler/158863
291,Yeray Álvarez,27,"Jan 24, 1995",Spain,ATHLETIC BILBAO,,Centre-Back,13.0,27,1,0,2264,0,0,1.82,"Jul 1, 2016","Jun 30, 2026",/yeray-alvarez/profil/spieler/255488
292,Dani Vivian,22,"Jul 5, 1999 ",Spain,ATHLETIC BILBAO,,Centre-Back,12.0,27,2,1,2239,0,0,1.84,"Aug 1, 2020","Jun 30, 2026",/dani-vivian/profil/spieler/524000
294,Aitor Paredes,22,"Apr 29, 2000",Spain,ATHLETIC BILBAO,,Centre-Back,0.2,30,3,1,2676,0,0,1.85,-,"Jun 30, 2025",/aitor-paredes/profil/spieler/591916
295,Yuri Berchiche,32,"Feb 10, 1990",Spain,ATHLETIC BILBAO,,Left-Back,3.0,20,1,2,1422,0,0,1.81,"Jul 2, 2018","Jun 30, 2024",/yuri-berchiche/profil/spieler/61812
296,Mikel Balenziaga,34,"Feb 29, 1988",Spain,ATHLETIC BILBAO,,Left-Back,1.2,31,0,0,2217,0,0,1.77,"Jul 1, 2013","Jun 30, 2023",/mikel-balenziaga/profil/spieler/85258
297,Iñigo Lekue,29,"May 4, 1993 ",Spain,ATHLETIC BILBAO,,Right-Back,3.0,29,0,2,2182,0,0,1.8,"Jul 1, 2016","Jun 30, 2023",/inigo-lekue/profil/spieler/255501
298,Ander Capa,30,"Feb 8, 1992 ",Spain,ATHLETIC BILBAO,,Right-Back,2.5,1,0,0,3,0,0,1.75,"Jul 1, 2018","Jun 30, 2024",/ander-capa/profil/spieler/197545
299,Óscar de Marcos,33,"Apr 14, 1989",Spain,ATHLETIC BILBAO,,Right-Back,1.8,26,1,2,2059,0,0,1.82,"Jul 1, 2010","Jun 30, 2023",/oscar-de-marcos/profil/spieler/96718
301,Mikel Vesga,29,"Apr 8, 1993 ",Spain,ATHLETIC BILBAO,,Defensive Midfield,3.0,39,2,2,1877,0,0,1.91,"Jul 1, 2016","Jun 30, 2024",/mikel-vesga/profil/spieler/300168
303,Unai Vencedor,21,"Nov 15, 2000",Spain,ATHLETIC BILBAO,,Central Midfield,20.0,35,0,1,2424,0,0,1.76,"Aug 1, 2020","Jun 30, 2027",/unai-vencedor/profil/spieler/610083
304,Oier Zarraga,23,"Jan 4, 1999 ",Spain,ATHLETIC BILBAO,,Central Midfield,3.5,37,1,0,1325,0,0,1.75,"Feb 1, 2021","Jun 30, 2023",/oier-zarraga/profil/spieler/524010
305,Dani García,32,"May 24, 1990",Spain,ATHLETIC BILBAO,,Central Midfield,3.0,39,0,1,2734,0,0,1.79,"Jul 1, 2018","Jun 30, 2024",/dani-garcia/profil/spieler/178425
306,Iker Muniain,29,"Dec 19, 1992",Spain,ATHLETIC BILBAO,,Attacking Midfield,16.0,41,6,13,3364,0,0,1.69,"Jul 1, 2009","Jun 30, 2024",/iker-muniain/profil/spieler/54235
307,Oihan Sancet,22,"Apr 25, 2000",Spain,ATHLETIC BILBAO,,Attacking Midfield,15.0,33,6,4,1685,0,0,1.88,"Aug 4, 2020","Jun 30, 2024",/oihan-sancet/profil/spieler/571020
308,Álex Berenguer,26,"Jul 4, 1995 ",Spain,ATHLETIC BILBAO,,Left Winger,12.0,41,4,7,2594,0,0,1.75,"Oct 2, 2020","Jun 30, 2024",/alex-berenguer/profil/spieler/338425
311,Luis Bilbao,19,"Mar 24, 2003",Spain,ATHLETIC BILBAO,,Left Winger,0.25,15,3,2,1048,0,0,1.81,-,"Jun 30, 2024",/luis-bilbao/profil/spieler/834755
312,Nico Williams,19,"Jul 12, 2002",Spain,ATHLETIC BILBAO,,Right Winger,12.0,40,3,1,1631,0,0,1.81,"Jul 1, 2021","Jun 30, 2024",/nico-williams/profil/spieler/709187
314,Iñaki Williams,28,"Jun 15, 1994",Ghana,ATHLETIC BILBAO,,Centre-Forward,25.0,44,8,6,3290,0,0,1.86,"Jul 1, 2015","Jun 30, 2028",/inaki-williams/profil/spieler/255508
315,Asier Villalibre,24,"Sep 30, 1997",Spain,ATHLETIC BILBAO,,Centre-Forward,3.0,20,2,0,549,0,0,1.84,"Jul 1, 2019","Jun 30, 2023",/asier-villalibre/profil/spieler/251897
316,Raúl García,35,"Jul 11, 1986",Spain,ATHLETIC BILBAO,,Centre-Forward,2.5,42,7,3,2233,0,0,1.84,"Aug 30, 2015","Jun 30, 2023",/raul-garcia/profil/spieler/34601
319,Jaume Doménech,31,"Nov 5, 1990 ",Spain,VALENCIA,,Goalkeeper,2.0,9,0,0,822,7,4,1.85,"Jul 1, 2015","Jun 30, 2025",/jaume-domenech/profil/spieler/227805
321,Charlie Pérez,20,"Jun 7, 2002 ",Spain,VALENCIA,,Goalkeeper,,-,0,0,0,0,0,-,-,"Jun 30, 2023",/charlie-perez/profil/spieler/707271
323,Gabriel Paulista,31,"Nov 26, 1990",Brazil,VALENCIA,,Centre-Back,7.0,21,2,1,1799,0,0,1.87,"Aug 18, 2017","Jun 30, 2024",/gabriel-paulista/profil/spieler/149498
324,Mouctar Diakhaby,25,"Dec 19, 1996",Guinea,VALENCIA,,Centre-Back,7.0,37,0,2,2678,0,0,1.92,"Jul 1, 2018","Jun 30, 2027",/mouctar-diakhaby/profil/spieler/346289
325,Eray Cömert,24,"Feb 4, 1998 ",Switzerland,VALENCIA,,Centre-Back,1.5,28,1,0,1933,0,0,1.83,"Jan 25, 2022","Jun 30, 2026",/eray-comert/profil/spieler/298583
327,Cristhian Mosquera,18,"Jun 27, 2004",Colombia,VALENCIA,,Centre-Back,1.0,7,0,0,299,0,0,1.91,-,"Jun 30, 2025",/cristhian-mosquera/profil/spieler/646750
328,Rubén Iranzo,19,"Mar 14, 2003",Spain,VALENCIA,,Centre-Back,,4,0,0,133,0,0,1.82,-,"Jun 30, 2025",/ruben-iranzo/profil/spieler/668212
329,César Tárrega,20,"Feb 26, 2002",Spain,VALENCIA,,Centre-Back,,2,0,0,210,0,0,1.94,-,"Jun 30, 2028",/cesar-tarrega/profil/spieler/707274
330,José Gayà,27,"May 25, 1995",Spain,VALENCIA,,Left-Back,40.0,31,2,5,2426,0,0,1.72,"Jul 1, 2014","Jun 30, 2027",/jose-gaya/profil/spieler/221322
331,Jesús Vázquez,19,"Jan 2, 2003 ",Spain,VALENCIA,,Left-Back,5.0,17,0,0,979,0,0,1.82,"Jan 1, 2022","Jun 30, 2025",/jesus-vazquez/profil/spieler/623024
332,Toni Lato,24,"Nov 21, 1997",Spain,VALENCIA,,Left-Back,1.5,16,0,1,696,0,0,1.71,"Jul 1, 2017","Jun 30, 2023",/toni-lato/profil/spieler/320271
333,Thierry Correia,23,"Mar 9, 1999 ",Portugal,VALENCIA,,Right-Back,8.0,22,0,1,1622,0,0,1.76,"Sep 2, 2019","Jun 30, 2026",/thierry-correia/profil/spieler/367466
335,Dimitri Foulquier,29,"Mar 23, 1993",Guadeloupe,VALENCIA,,Right-Back,4.0,38,0,2,3055,0,0,1.83,"Aug 30, 2021","Jun 30, 2025",/dimitri-foulquier/profil/spieler/170472
336,Joseda Menargues,20,"May 1, 2002 ",Spain,VALENCIA,,Right-Back,0.2,-,0,0,0,0,0,1.81,-,"Jun 30, 2024",/joseda-menargues/profil/spieler/589459
337,Hugo Guillamón,22,"Jan 31, 2000",Spain,VALENCIA,,Defensive Midfield,20.0,37,2,0,2786,0,0,1.78,"Jul 1, 2020","Jun 30, 2026",/hugo-guillamon/profil/spieler/495629
340,Yunus Musah,19,"Nov 29, 2002",United States,VALENCIA,,Central Midfield,15.0,36,3,1,1714,0,0,1.78,"Aug 1, 2020","Jun 30, 2026",/yunus-musah/profil/spieler/503991
343,Javi Guerra,19,"May 13, 2003",Spain,VALENCIA,,Central Midfield,,1,0,0,1,0,0,1.87,-,"Jun 30, 2024",/javi-guerra/profil/spieler/834764
344,Yellu Santiago,18,"May 25, 2004",Spain,VALENCIA,,Central Midfield,,3,0,0,79,0,0,1.92,-,"Jun 30, 2026",/yellu-santiago/profil/spieler/941869
345,Lass Sangaré,20,"Nov 20, 2001",Cote d'Ivoire,VALENCIA,,Central Midfield,,-,0,0,0,0,0,1.83,-,"Jun 30, 2023",/lass-sangare/profil/spieler/944124
346,Pedro Alemañ,20,"Mar 21, 2002",Spain,VALENCIA,,Attacking Midfield,0.1,-,0,0,0,0,0,1.82,-,"Jun 30, 2025",/pedro-aleman/profil/spieler/699771
