,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,href,join,contract
197,Hugo Duro,22,"Nov 10, 1999",Spain,GETAFE,4.0,Centre-Forward,7.0,37,10,4,2389,0,0,1.82,/hugo-duro/profil/spieler/573775,"Aug 1, 2020","Jun 30, 2026"
198,Miguel Rubio,24,"Mar 11, 1998",Spain,GETAFE,out,Centre-Back,1.0,30,3,0,2350,0,0,1.91,/miguel-rubio/profil/spieler/583510,"Aug 4, 2018","Jun 30, 2025"
199,Chema Rodríguez,30,"Mar 3, 1992 ",Spain,GETAFE,out,Centre-Back,0.5,20,0,0,1161,0,0,1.89,/chema-rodriguez/profil/spieler/248330,"Jan 30, 2020","Jun 30, 2025"
200,Rubén Yáñez,28,"Oct 12, 1993",Spain,GETAFE,out,Goalkeeper,1.0,2,0,0,180,6,0,1.88,/ruben-yanez/profil/spieler/246335,"Aug 17, 2017","Jun 30, 2025"
201,Ignasi Miquel,29,"Sep 28, 1992",Spain,GETAFE,out,Centre-Back,1.2,35,4,0,2992,0,0,1.89,/ignasi-miquel/profil/spieler/70245,"Jul 1, 2021","Jun 30, 2023"
202,Erick Cabaco,27,"Apr 19, 1995",Uruguay,GETAFE,out,Centre-Back,1.0,12,0,1,524,0,0,1.85,/erick-cabaco/profil/spieler/302991,"Jan 31, 2020","Jun 30, 2023"
203,Sabit Abdulai,23,"May 11, 1999",Ghana,GETAFE,out,Defensive Midfield,0.2,0,0,0,0,0,0,1.87,/sabit-abdulai/profil/spieler/648812,"Jul 1, 2019","Jun 30, 2024"
204,Jakub Jankto,26,"Jan 19, 1996",Czech Republic,GETAFE,out,Left Midfield,2.5,16,0,2,725,0,0,1.84,/jakub-jankto/profil/spieler/319160,"Aug 20, 2021","Jun 30, 2023"
205,Jonathan Silva,28,"Jun 29, 1994",Argentina,GETAFE,out,Left-Back,1.0,13,0,0,514,0,0,1.78,/jonathan-silva/profil/spieler/189453,"Aug 31, 2021","Jun 30, 2023"
206,Jack Harper,26,"Feb 28, 1996",Scotland,GETAFE,out,Centre-Forward,0.2,18,2,0,344,0,0,1.87,/jack-harper/profil/spieler/147524,"Jul 1, 2022","Jun 30, 2024"
207,Darío Poveda,25,"Mar 13, 1997",Spain,GETAFE,out,Centre-Forward,0.6,31,4,0,1336,0,0,1.87,/dario-poveda/profil/spieler/399780,"Jul 1, 2021","Jun 30, 2023"
216,Matthew Hoppe,21,"Mar 13, 2001",United States,MALLORCA,3.0,Centre-Forward,1.5,8,0,1,185,0,0,1.91,/matthew-hoppe/profil/spieler/678194,"Aug 31, 2021","May 31, 2023"
217,Joan Sastre,25,"Apr 30, 1997",Spain,MALLORCA,0.4,Right-Back,1.5,26,2,1,1699,0,0,1.74,/joan-sastre/profil/spieler/350364,"Jul 1, 2017","May 31, 2026"
218,Brian Oliván,28,"Apr 1, 1994 ",Spain,MALLORCA,out,Left-Back,5.0,32,1,2,2532,0,0,1.75,/brian-olivan/profil/spieler/166677,"Sep 9, 2020","Jun 30, 2025"
219,Salva Sevilla,38,"Mar 18, 1984",Spain,MALLORCA,out,Central Midfield,0.3,32,5,4,1678,0,0,1.78,/salva-sevilla/profil/spieler/58799,"Aug 28, 2017","Jun 30, 2023"
220,Manolo Reina,37,"Apr 1, 1985 ",Spain,MALLORCA,out,Goalkeeper,0.2,21,0,0,1890,26,8,1.86,/manolo-reina/profil/spieler/29051,"Jul 6, 2017","Jun 30, 2024"
221,Aleksandar Sedlar,30,"Dec 13, 1991",Serbia,MALLORCA,out,Centre-Back,0.5,14,2,0,699,0,0,1.8,/aleksandar-sedlar/profil/spieler/237499,"Jul 12, 2019","Jun 30, 2024"
222,Aleix Febas,26,"Feb 2, 1996 ",Spain,MALLORCA,out,Central Midfield,1.0,25,2,1,1691,0,0,1.72,/aleix-febas/profil/spieler/217144,"Jul 12, 2019","Jun 30, 2025"
223,Jordi Mboula,23,"Mar 16, 1999",Spain,MALLORCA,out,Right Winger,1.2,27,2,3,1610,0,0,1.83,/jordi-mboula/profil/spieler/331498,"Sep 17, 2020","Jun 30, 2023"
224,Álex Alegría,29,"Oct 14, 1992",Spain,MALLORCA,out,Centre-Forward,0.2,28,0,0,1113,0,0,1.91,/alex-alegria/profil/spieler/178187,"Jul 2, 2019","Jun 30, 2024"
231,Jens Jönsson,29,"Jan 10, 1993",Denmark,CÁDIZ,out,Defensive Midfield,3.0,24,0,1,1469,0,0,1.82,/jens-jonsson/profil/spieler/148355,"Aug 25, 2020","Jun 30, 2026"
232,Jorge Pombo,28,"Feb 22, 1994",Spain,CÁDIZ,out,Attacking Midfield,0.5,24,1,0,580,0,0,1.77,/jorge-pombo/profil/spieler/336747,"Jan 2, 2020","Jun 30, 2023"
233,Alberto Perea,31,"Dec 19, 1990",Spain,CÁDIZ,out,Left Winger,1.0,21,0,1,887,0,0,1.75,/alberto-perea/profil/spieler/99559,"Jul 17, 2017","Jun 30, 2023"
234,Varazdat Haroyan,29,"Aug 24, 1992",Armenia,CÁDIZ,out,Centre-Back,1.0,19,1,0,1648,0,0,1.85,/varazdat-haroyan/profil/spieler/155423,"Jul 1, 2021","May 31, 2024"
235,Salvi Sánchez,31,"Mar 30, 1991",Spain,CÁDIZ,out,Right Winger,1.8,25,2,1,1501,0,0,1.7,/salvi-sanchez/profil/spieler/246204,"Jul 4, 2015","Jun 30, 2024"
236,Milutin Osmajic,23,"Jul 25, 1999",Montenegro,CÁDIZ,out,Centre-Forward,1.5,29,8,0,1208,0,0,1.86,/milutin-osmajic/profil/spieler/542819,"Jul 10, 2021","Jun 30, 2023"
237,Ivan Chapela,23,"May 21, 1999",Spain,CÁDIZ,out,Right Winger,0.6,33,4,1,2051,0,0,1.81,/ivan-chapela/profil/spieler/412046,"Jul 1, 2022","Jun 30, 2023"
238,Raúl Parra,22,"Nov 26, 1999",Spain,CÁDIZ,out,Right-Back,0.3,32,4,0,2595,0,0,1.87,/raul-parra/profil/spieler/784719,"Jul 1, 2022","Jun 30, 2024"
239,Álvaro Jiménez,27,"May 19, 1995",Spain,CÁDIZ,out,Right Winger,0.6,20,2,0,751,0,0,1.75,/alvaro-jimenez/profil/spieler/282406,"Sep 2, 2020","Jun 30, 2023"
240,Martín Calderón,23,"Mar 1, 1999 ",Spain,CÁDIZ,out,Central Midfield,0.5,14,1,4,568,0,0,1.83,/martin-calderon/profil/spieler/278404,"Jul 27, 2021","Jun 30, 2023"
241,Juan Flere,24,"May 12, 1998",Argentina,CÁDIZ,out,Goalkeeper,0.1,16,0,0,1361,18,6,1.83,/juan-flere/profil/spieler/513972,"Jul 1, 2022","Jun 30, 2023"
242,Nano Mesa,27,"Feb 5, 1995 ",Spain,CÁDIZ,out,Centre-Forward,0.4,23,2,0,1029,0,0,1.78,/nano-mesa/profil/spieler/305956,"Aug 13, 2019","Jun 30, 2024"
243,Carlos Akapo,29,"Mar 12, 1993",Equatorial Guinea,CÁDIZ,out,Right-Back,1.0,27,0,0,2007,0,0,1.79,/carlos-akapo/profil/spieler/225015,"Jul 1, 2019","Dec 31, 2023"
244,David Mayoral,25,"Apr 5, 1997 ",Spain,CÁDIZ,out,Right Winger,0.1,4,0,0,145,0,0,1.72,/david-mayoral/profil/spieler/355629,"Aug 4, 2020","Jun 30, 2023"
250,Umar Sadiq,25,"Feb 2, 1997 ",Nigeria,ALMERÍA,20.0,Centre-Forward,18.0,38,19,12,3159,0,0,1.91,/umar-sadiq/profil/spieler/337715,"Oct 5, 2020","Jun 30, 2028"
251,Juan Villar,34,"May 19, 1988",Spain,ALMERÍA,out,Right Winger,0.3,14,2,0,406,0,0,1.82,/juan-villar/profil/spieler/85500,"Sep 12, 2020","Jun 30, 2023"
252,José Carlos Lazo,26,"Feb 16, 1996",Spain,ALMERÍA,out,Left Winger,2.5,33,5,2,1311,0,0,1.78,/jose-carlos-lazo/profil/spieler/282410,"Jul 1, 2020","Jun 30, 2027"
253,Giorgi Makaridze,32,"Mar 31, 1990",Georgia,ALMERÍA,out,Goalkeeper,0.7,4,0,0,353,5,0,1.94,/giorgi-makaridze/profil/spieler/55977,"Sep 12, 2020",-
254,Aitor Buñuel,24,"Feb 10, 1998",Spain,ALMERÍA,out,Right-Back,0.7,14,0,0,718,0,0,1.72,/aitor-bunuel/profil/spieler/374081,"Sep 15, 2020","Jun 30, 2024"
255,Curro Sánchez,26,"Jan 3, 1996 ",Spain,ALMERÍA,out,Right Winger,0.8,37,2,3,1335,0,0,1.76,/curro-sanchez/profil/spieler/208116,"Jul 10, 2021","Jun 30, 2024"
256,Arvin Appiah,21,"Jan 5, 2001 ",England,ALMERÍA,out,Right Winger,0.6,34,2,2,1282,0,0,1.77,/arvin-appiah/profil/spieler/433257,"Sep 2, 2019","Jun 30, 2023"
257,Nikola Maras,26,"Dec 19, 1995",Serbia,ALMERÍA,out,Centre-Back,1.2,19,0,0,1325,0,0,1.89,/nikola-maras/profil/spieler/258475,"Aug 22, 2020","Jun 30, 2023"
258,Javi Robles,21,"Oct 3, 2000 ",Spain,ALMERÍA,out,Central Midfield,0.1,13,0,0,394,0,0,1.9,/javi-robles/profil/spieler/635332,"Aug 31, 2021","Jun 30, 2023"
259,Arnau Solà,19,"Apr 4, 2003 ",Spain,ALMERÍA,out,Left-Back,0.25,17,0,0,1240,0,0,1.79,/arnau-sola/profil/spieler/636697,"Jul 7, 2022","Jun 30, 2027"
260,Jordi Escobar,20,"Feb 10, 2002",Spain,ALMERÍA,out,Centre-Forward,0.2,17,1,1,500,0,0,1.88,/jordi-escobar/profil/spieler/568155,"Oct 5, 2020","Jun 30, 2024"
261,Cristian Olivera,20,"Apr 17, 2002",Uruguay,ALMERÍA,out,Right Winger,0.45,17,4,2,1159,0,0,1.72,/cristian-olivera/profil/spieler/657746,"Sep 15, 2020","Jun 30, 2025"
262,Jonathan Silva,24,"Mar 3, 1998 ",Brazil,ALMERÍA,out,Left-Back,0.4,11,0,1,583,0,0,1.72,/jonathan-silva/profil/spieler/579346,"Aug 20, 2019","Jun 30, 2024"
263,Daniel Carriço,33,"Aug 4, 1988 ",Portugal,ALMERÍA,out,Centre-Back,0.3,6,0,0,217,0,0,1.83,/daniel-carrico/profil/spieler/37712,"Aug 22, 2021",-
264,Dragan Rosic,25,"Sep 22, 1996",Serbia,ALMERÍA,out,Goalkeeper,0.5,16,0,0,1309,18,8,1.95,/dragan-rosic/profil/spieler/374055,"Aug 16, 2019","Jun 30, 2024"
268,Rubén Alcaraz,31,"May 1, 1991 ",Spain,REAL VALLADOLID,1.0,Central Midfield,2.0,31,3,3,1759,0,0,1.8,/ruben-alcaraz/profil/spieler/247250,"Aug 3, 2018","Jun 30, 2024"
269,Saidy Janko,26,"Oct 22, 1995",The Gambia,REAL VALLADOLID,0.3,Right-Back,1.0,16,0,0,719,0,0,1.81,/saidy-janko/profil/spieler/196435,"Oct 1, 2020","Jun 30, 2023"
270,Kiko Olivas,33,"Aug 21, 1988",Spain,REAL VALLADOLID,out,Centre-Back,0.8,25,0,0,1580,0,0,1.84,/kiko-olivas/profil/spieler/51667,"Aug 22, 2017","Jun 30, 2024"
271,Pablo Hervías,29,"Mar 8, 1993 ",Spain,REAL VALLADOLID,out,Right Winger,0.6,6,0,0,69,0,0,1.74,/pablo-hervias/profil/spieler/142027,"Jul 1, 2019",-
272,Diego Alende,24,"Aug 25, 1997",Spain,REAL VALLADOLID,out,Centre-Back,0.6,36,0,0,2898,0,0,1.83,/diego-alende/profil/spieler/373683,"Aug 1, 2020","Jun 30, 2023"
273,Nacho Martínez,33,"Mar 7, 1989 ",Spain,REAL VALLADOLID,out,Left-Back,0.8,35,2,6,2778,0,0,1.74,/nacho-martinez/profil/spieler/127554,"Jul 6, 2017","Jun 30, 2024"
274,Fede San Emeterio,25,"Mar 16, 1997",Spain,REAL VALLADOLID,out,Central Midfield,2.0,31,1,0,1428,0,0,1.76,/fede-san-emeterio/profil/spieler/307519,"Aug 15, 2018","Jun 30, 2026"
275,Víctor García,25,"Jan 1, 1997 ",Spain,REAL VALLADOLID,out,Right Winger,0.4,15,0,2,1125,0,0,1.8,/victor-garcia/profil/spieler/590690,"Aug 1, 2020","Jun 30, 2023"
276,Waldo Rubio,27,"Aug 17, 1995",Spain,REAL VALLADOLID,out,Left Winger,0.8,12,2,1,392,0,0,1.83,/waldo-rubio/profil/spieler/404688,"Mar 27, 2019","Jun 30, 2024"
277,Stiven Plaza,23,"Mar 11, 1999",Ecuador,REAL VALLADOLID,out,Centre-Forward,0.2,11,1,0,465,0,0,1.88,/stiven-plaza/profil/spieler/591375,"Jan 1, 2019","Jun 30, 2023"
278,Toni Villa,27,"Jan 7, 1995 ",Spain,REAL VALLADOLID,out,Left Winger,2.5,40,5,4,2354,0,0,1.72,/toni-villa/profil/spieler/337066,"Jul 1, 2017","Jun 30, 2025"
279,José Antonio Caro,28,"May 3, 1994 ",Spain,REAL VALLADOLID,out,Goalkeeper,1.0,15,0,0,1290,12,9,1.84,/jose-antonio-caro/profil/spieler/268946,"Jul 27, 2018","Jun 30, 2023"
280,Raúl Carnero,33,"Apr 30, 1989",Spain,REAL VALLADOLID,out,Left-Back,0.3,8,0,1,402,0,0,1.79,/raul-carnero/profil/spieler/139434,"Aug 4, 2020","Jun 30, 2023"
281,Hugo Vallejo,22,"Feb 15, 2000",Spain,REAL VALLADOLID,out,Left Winger,0.5,2,0,0,63,0,0,1.81,/hugo-vallejo/profil/spieler/628301,"Aug 25, 2021","Jun 30, 2023"
282,Paulo Vitor,23,"Jun 24, 1999",Brazil,REAL VALLADOLID,out,Left Winger,0.3,32,8,4,2436,0,0,1.7,/paulo-vitor/profil/spieler/524572,"Oct 2, 2020","Jun 30, 2025"
283,Sekou Gassama,27,"May 6, 1995 ",Senegal,REAL VALLADOLID,out,Centre-Forward,0.5,24,3,0,867,0,0,1.89,/sekou-gassama/profil/spieler/337070,"Jan 27, 2020","Jun 30, 2023"
284,Roberto,36,"Feb 10, 1986",Spain,REAL VALLADOLID,out,Goalkeeper,,21,0,0,1890,27,7,1.92,/roberto/profil/spieler/37403,"Aug 28, 2020",-
291,Adrián Ortolá,28,"Aug 20, 1993",Spain,GIRONA,out,Goalkeeper,0.2,6,0,0,540,4,2,1.87,/adrian-ortola/profil/spieler/142033,"Feb 1, 2021","Jun 30, 2023"
292,Álex Gallar,30,"Mar 19, 1992",Spain,GIRONA,out,Left Winger,0.8,35,3,7,2133,0,0,1.78,/alex-gallar/profil/spieler/210143,"Aug 21, 2019","Jun 30, 2023"
293,Jordi Calavera,26,"Aug 2, 1995 ",Spain,GIRONA,out,Right-Back,0.5,20,1,1,918,0,0,1.8,/jordi-calavera/profil/spieler/286849,"Sep 4, 2020","Jun 30, 2024"
294,Jairo Izquierdo,28,"Oct 22, 1993",Spain,GIRONA,out,Left-Back,0.8,40,0,4,2737,0,0,1.65,/jairo-izquierdo/profil/spieler/337946,"Aug 18, 2018","Jun 30, 2024"
296,Jonathan Dubasin,22,"Feb 2, 2000 ",Spain,GIRONA,out,Left Winger,0.8,37,12,3,3020,0,0,1.8,/jonathan-dubasin/profil/spieler/628621,"Jul 1, 2021","Jun 30, 2023"
297,Álex Sala,21,"Apr 9, 2001 ",Spain,GIRONA,out,Central Midfield,0.05,5,0,0,276,0,0,1.85,/alex-sala/profil/spieler/582664,"Jul 11, 2022","Jun 30, 2023"
298,Gabri Martínez,19,"Jan 22, 2003",Spain,GIRONA,out,Right Winger,0.15,10,0,0,208,0,0,1.85,/gabri-martinez/profil/spieler/906948,"Jul 1, 2022","Jun 30, 2023"
299,Víctor Sánchez,34,"Sep 8, 1987 ",Spain,GIRONA,out,Central Midfield,,7,0,0,257,0,0,1.74,/victor-sanchez/profil/spieler/63290,"Feb 1, 2022",-
300,David Juncà,28,"Nov 16, 1993",Spain,GIRONA,out,Left-Back,0.4,28,2,1,1285,0,0,1.78,/david-junca/profil/spieler/164055,"Jul 26, 2021","Jun 30, 2023"
