,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,join,contract,href
684,Qazim Laçi,26,"Jan 19, 1996",Albania,AJACCIO,,Central Midfield,3.0,34,3,1,2457,0,0,1.73,"Jul 1, 2018",-,/qazim-laci/profil/spieler/290552
685,Vincent Marchetti,24,"Jul 4, 1997 ",France,AJACCIO,,Central Midfield,1.2,25,1,1,1907,0,0,1.81,"Oct 5, 2020","Jun 30, 2024",/vincent-marchetti/profil/spieler/374040
686,Mathieu Coutadeur,36,"Mar 20, 1986",France,AJACCIO,,Central Midfield,0.25,26,0,2,2055,0,0,1.69,"Jul 1, 2017","Jun 30, 2023",/mathieu-coutadeur/profil/spieler/39914
687,Paolo Lebas,19,"Apr 20, 2003",Portugal,AJACCIO,,Central Midfield,0.1,9,0,0,643,0,0,-,-,-,/paolo-lebas/profil/spieler/657919
688,Alassane N'Diaye,31,"Jun 14, 1991",France,AJACCIO,,Right Midfield,0.3,16,0,0,513,0,0,1.8,"Jul 1, 2020","Jun 30, 2023",/alassane-ndiaye/profil/spieler/281704
689,Yanis Cimignani,20,"Jan 22, 2002",France,AJACCIO,,Left Midfield,2.0,35,2,4,2253,0,0,1.76,"Jul 1, 2020","Jun 30, 2023",/yanis-cimignani/profil/spieler/801754
690,Michaël Barreto,31,"Jan 18, 1991",France,AJACCIO,,Attacking Midfield,0.7,23,1,1,1106,0,0,1.75,"Jul 1, 2020","Jun 30, 2023",/michael-barreto/profil/spieler/149518
691,Florian Chabrolle,24,"Apr 7, 1998 ",France,AJACCIO,,Attacking Midfield,0.3,14,0,0,456,0,0,1.71,"Jan 5, 2021","Jun 30, 2023",/florian-chabrolle/profil/spieler/418662
692,Everson Junior,18,"Nov 7, 2003 ",France,AJACCIO,,Attacking Midfield,0.05,5,0,0,290,0,0,-,-,-,/everson-junior/profil/spieler/919236
693,Jean Botué,19,"Aug 7, 2002 ",Burkina Faso,AJACCIO,,Left Winger,0.45,14,2,0,697,0,0,1.84,"Feb 16, 2021","Jun 30, 2023",/jean-botue/profil/spieler/649457
694,Anis Ajroud,20,"Mar 30, 2002",Tunisia,AJACCIO,,Left Winger,0.1,11,0,0,594,0,0,1.82,-,"Jun 30, 2023",/anis-ajroud/profil/spieler/855054
695,Cyrille Bayala,26,"May 24, 1996",Burkina Faso,AJACCIO,,Right Winger,0.8,21,2,2,1385,0,0,1.81,"Jan 15, 2021","Jun 30, 2024",/cyrille-bayala/profil/spieler/267147
697,Riad Nouri,37,"Jun 7, 1985 ",France,AJACCIO,,Right Winger,0.25,39,9,4,2397,0,0,1.78,"Sep 7, 2020","Jun 30, 2024",/riad-nouri/profil/spieler/119104
699,Mounaïm El Idrissy,23,"Feb 10, 1999",France,AJACCIO,,Centre-Forward,0.8,28,3,2,1288,0,0,1.81,"Jul 1, 2019","Jun 30, 2023",/mounaim-el-idrissy/profil/spieler/627163
701,Bevic Moussiti-Oko,27,"Jan 28, 1995",Congo,AJACCIO,,Centre-Forward,0.6,13,2,1,479,0,0,1.84,"Jul 10, 2020","Jun 30, 2024",/bevic-moussiti-oko/profil/spieler/364525
702,Donovan Léon,29,"Nov 3, 1992 ",French Guiana,AUXERRE,,Goalkeeper,1.2,41,0,0,3750,41,15,1.87,"Jul 1, 2020","Jun 30, 2025",/donovan-leon/profil/spieler/170911
704,Théo De Percin,21,"Feb 2, 2001 ",France,AUXERRE,,Goalkeeper,0.2,11,0,0,990,17,3,1.85,"Mar 17, 2021","Jun 30, 2024",/theo-de-percin/profil/spieler/695422
705,Clément Douguet,20,"Feb 5, 2002 ",France,AUXERRE,,Goalkeeper,0.05,9,0,0,810,9,5,1.86,-,-,/clement-douguet/profil/spieler/855144
706,Jubal,28,"Aug 29, 1993",Brazil,AUXERRE,,Centre-Back,2.0,41,2,0,3721,0,0,1.9,"Sep 3, 2020","Jun 30, 2025",/jubal/profil/spieler/149928
707,Théo Pellenard,28,"Mar 4, 1994 ",France,AUXERRE,,Centre-Back,1.2,37,1,0,3323,0,0,1.82,"Jul 1, 2021","Jun 30, 2024",/theo-pellenard/profil/spieler/238716
708,Alexandre Coeff,30,"Feb 20, 1992",France,AUXERRE,,Centre-Back,0.7,31,1,1,2285,0,0,1.85,"Jul 1, 2019","Jun 30, 2023",/alexandre-coeff/profil/spieler/89450
710,Oumar Camara,21,"Apr 12, 2001",France,AUXERRE,,Centre-Back,0.05,27,0,1,2289,0,0,1.88,-,"Jun 30, 2024",/oumar-camara/profil/spieler/805067
711,Quentin Bernard,32,"Jul 7, 1989 ",France,AUXERRE,,Left-Back,0.5,38,0,5,3209,0,0,1.84,"Jul 1, 2019",-,/quentin-bernard/profil/spieler/98262
714,Paul Joly,22,"Jun 7, 2000 ",France,AUXERRE,,Right-Back,0.4,20,2,6,1608,0,0,1.82,"Jul 1, 2021","Jun 30, 2023",/paul-joly/profil/spieler/806168
715,Kryss Chapelle,22,"Mar 28, 2000",France,AUXERRE,,Right-Back,0.15,29,0,0,2546,0,0,1.73,-,"Jun 30, 2023",/kryss-chapelle/profil/spieler/802894
716,Birama Touré,30,"Jun 6, 1992 ",Mali,AUXERRE,,Defensive Midfield,1.5,42,1,1,3663,0,0,1.83,"Jul 17, 2017","Jun 30, 2023",/birama-toure/profil/spieler/229853
719,Ousoumane Camara,23,"Dec 19, 1998",France,AUXERRE,,Defensive Midfield,0.2,,0,0,0,0,0,1.84,"Jul 1, 2019","Jun 30, 2024",/ousoumane-camara/profil/spieler/478107
721,Gaëtan Perrin,26,"Jun 7, 1996 ",France,AUXERRE,,Right Midfield,1.3,40,6,2,2198,0,0,1.69,"Jul 1, 2021","Jun 30, 2024",/gaetan-perrin/profil/spieler/353404
724,Hamza Sakhi,26,"Jun 7, 1996 ",Morocco,AUXERRE,,Attacking Midfield,2.0,36,6,4,2865,0,0,1.76,"Apr 16, 2018","Jun 30, 2025",/hamza-sakhi/profil/spieler/263951
725,Mathias Autret,31,"Mar 1, 1991 ",France,AUXERRE,,Attacking Midfield,1.2,39,6,6,3011,0,0,1.79,"Jul 1, 2020","Jun 30, 2023",/mathias-autret/profil/spieler/138171
726,Kévin Danois,18,"Jun 28, 2004",France,AUXERRE,,Attacking Midfield,0.05,21,1,0,1617,0,0,-,"Jul 1, 2022","Jun 30, 2024",/kevin-danois/profil/spieler/743496
727,Rémy Dugimont,35,"Jul 1, 1986 ",France,AUXERRE,,Left Winger,0.3,28,4,2,996,0,0,1.82,"Aug 13, 2018","Jun 30, 2023",/remy-dugimont/profil/spieler/174304
728,Gauthier Hein,25,"Aug 7, 1996 ",France,AUXERRE,,Right Winger,3.0,40,12,7,3166,0,0,1.7,"Jul 1, 2020","Jun 30, 2025",/gauthier-hein/profil/spieler/344892
729,Lassine Sinayoko,22,"Dec 8, 1999 ",Mali,AUXERRE,,Right Winger,1.3,37,5,4,1936,0,0,1.86,"Jul 1, 2019","Jun 30, 2025",/lassine-sinayoko/profil/spieler/569140
730,Gaëtan Charbonnier,33,"Dec 27, 1988",France,AUXERRE,,Centre-Forward,1.3,36,17,7,2995,0,0,1.88,"Aug 2, 2021","Jun 30, 2023",/gaetan-charbonnier/profil/spieler/93678
733,Ousmane Camara,20,"Nov 3, 2001 ",Guinea,AUXERRE,,Centre-Forward,,25,10,2,1901,0,0,-,"Jul 1, 2022","Jun 30, 2025",/ousmane-camara/profil/spieler/827950
