,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,href,join,contract
248,Thomas Ouwejan,25,"Sep 30, 1996",Netherlands,SCHALKE 04,"End of loanJun 30, 2022",Left-Back,2.5,30,3,8,2556,0,0,1.83,/thomas-ouwejan/profil/spieler/241477,"Jul 1, 2018",-
249,Marvin Pieringer,22,"Oct 4, 1999 ",Germany,SCHALKE 04,"End of loanJun 30, 2022",Centre-Forward,1.8,27,2,2,892,0,0,1.91,/marvin-pieringer/profil/spieler/471055,"Apr 6, 2019","Jun 30, 2023"
250,Yaroslav Mikhailov,19,"Apr 28, 2003",Russia,SCHALKE 04,"End of loanJun 30, 2022",Central Midfield,0.8,10,1,1,379,0,0,1.82,/yaroslav-mikhailov/profil/spieler/701937,"Jul 1, 2022","Jun 30, 2024"
251,Rodrigo Zalazar,22,"Aug 12, 1999",Uruguay,SCHALKE 04,"End of loanJun 30, 2022",Attacking Midfield,3.5,32,7,7,2238,0,0,1.78,/rodrigo-zalazar/profil/spieler/606752,"Jul 1, 2022","Jun 30, 2023"
252,Darko Churlinov,21,"Jul 11, 2000",North Macedonia,SCHALKE 04,"End of loanJun 30, 2022",Left Winger,3.0,24,3,6,1320,0,0,1.8,/darko-churlinov/profil/spieler/386786,"Jul 13, 2021","Jun 30, 2023"
253,Ko Itakura,25,"Jan 27, 1997",Japan,SCHALKE 04,"End of loanJun 30, 2022",Centre-Back,12.0,32,4,0,2760,0,0,1.88,/ko-itakura/profil/spieler/355816,"Jul 1, 2022","Jun 30, 2026"
254,Andreas Vindheim,26,"Aug 4, 1995 ",Norway,SCHALKE 04,"End of loanJun 30, 2022",Right-Back,0.7,20,1,1,929,0,0,1.83,/andreas-vindheim/profil/spieler/254472,"Aug 18, 2021","Jun 30, 2026"
255,Dong-gyeong Lee,24,"Sep 20, 1997","Korea, South",SCHALKE 04,"End of loanAug 31, 2022",Attacking Midfield,0.7,1,0,0,30,0,0,1.76,/dong-gyeong-lee/profil/spieler/558086,"Aug 19, 2021","Jun 30, 2026"
256,Maik Nawrocki,21,"Feb 7, 2001 ",Poland,WERDER,1.5,Centre-Back,1.8,29,1,3,2387,0,0,1.9,/maik-nawrocki/profil/spieler/407745,"Jan 10, 2022","Jun 30, 2023"
257,Jan-Niklas Beste,23,"Jan 4, 1999 ",Germany,WERDER,0.35,Left Winger,1.5,28,5,6,2205,0,0,1.74,/jan-niklas-beste/profil/spieler/342967,"Jan 31, 2022","Jun 30, 2023"
258,Simon Straudi,23,"Jan 27, 1999",Italy,WERDER,out,Right-Back,0.25,15,2,1,1331,0,0,1.76,/simon-straudi/profil/spieler/379879,"Feb 11, 2021","Jun 30, 2023"
259,Kebba Badjie,22,"Aug 22, 1999",The Gambia,WERDER,out,Left Winger,0.175,16,0,1,708,0,0,1.79,/kebba-badjie/profil/spieler/565472,"Jul 4, 2018","Jun 30, 2023"
260,Ömer Toprak,32,"Jul 21, 1989",Turkey,WERDER,out,Centre-Back,1.2,22,1,0,1604,0,0,1.87,/omer-toprak/profil/spieler/43512,"Jul 1, 2020","Jun 30, 2024"
261,Nick Woltemade,20,"Feb 14, 2002",Germany,WERDER,out,Centre-Forward,0.6,8,0,0,132,0,0,1.98,/nick-woltemade/profil/spieler/455661,"Jul 1, 2021","Jun 30, 2023"
262,Abdenego Nankishi,20,"Jul 6, 2002 ",Germany,WERDER,out,Left Winger,0.25,11,1,0,483,0,0,1.78,/abdenego-nankishi/profil/spieler/455662,"Jul 15, 2020","Jun 30, 2024"
263,Kyu-hyun Park,21,"Apr 14, 2001","Korea, South",WERDER,out,Left-Back,0.2,13,1,1,1132,0,0,1.83,/kyu-hyun-park/profil/spieler/639240,"Jul 1, 2020","Jun 30, 2023"
264,Oscar Schönfelder,21,"Feb 5, 2001 ",Germany,WERDER,out,Left Winger,0.25,16,4,1,540,0,0,1.81,/oscar-schonfelder/profil/spieler/455933,"Jul 1, 2021","Jun 30, 2023"
265,Luca Plogmann,22,"Mar 10, 2000",Germany,WERDER,out,Goalkeeper,0.225,9,0,0,810,7,3,1.89,/luca-plogmann/profil/spieler/335997,"Jul 2, 2021","Jun 30, 2023"
266,Mitchell Weiser,28,"Apr 21, 1994",Germany,WERDER,"End of loanJun 30, 2022",Right-Back,3.5,25,2,2,1388,0,0,1.77,/mitchell-weiser/profil/spieler/119211,"Jul 1, 2020","Jun 30, 2023"
267,Roger Assalé,28,"Nov 13, 1993",Cote d'Ivoire,WERDER,"End of loanJun 30, 2022",Centre-Forward,0.6,10,2,1,265,0,0,1.67,/roger-assale/profil/spieler/263183,"Jul 1, 2018","Jun 30, 2023"
268,Lukas Mai,22,"Mar 31, 2000",Germany,WERDER,"End of loanJun 30, 2022",Centre-Back,1.7,17,0,0,942,0,0,1.88,/lukas-mai/profil/spieler/345780,"Jul 15, 2022","Jun 30, 2024"
