,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,href,join,contract
123,Famana Quizera,20,"Apr 25, 2002",Portugal,BORUSSIA MÖNCHENGLADBACH,out,Right Winger,0.375,30,6,2,1415,0,0,1.72,/famana-quizera/profil/spieler/504089,"Jul 4, 2017","Jun 30, 2027"
124,Jordan Beyer,22,"May 19, 2000",Germany,BORUSSIA MÖNCHENGLADBACH,out,Centre-Back,4.0,18,0,1,1437,0,0,1.87,/jordan-beyer/profil/spieler/403898,"Jul 1, 2018","Jun 30, 2023"
125,Moritz Nicolas,24,"Oct 21, 1997",Germany,BORUSSIA MÖNCHENGLADBACH,out,Goalkeeper,0.35,34,0,0,3090,50,11,1.93,/moritz-nicolas/profil/spieler/284270,"Aug 7, 2020","Jun 30, 2023"
126,Jonas Kersken,21,"Sep 1, 2000 ",Germany,BORUSSIA MÖNCHENGLADBACH,out,Goalkeeper,0.15,19,0,0,1710,25,5,1.9,/jonas-kersken/profil/spieler/597804,"Jul 1, 2018","Jun 30, 2023"
127,Keanan Bennetts,23,"Mar 9, 1999 ",England,BORUSSIA MÖNCHENGLADBACH,out,Left Midfield,0.6,12,0,4,609,0,0,1.81,/keanan-bennetts/profil/spieler/321096,"Jul 1, 2016","Jun 30, 2026"
128,Filip Kostić,29,"Nov 1, 1992 ",Serbia,EINTRACHT FRANKFURT,13.0,Left Midfield,24.0,43,7,15,3663,0,0,1.84,/filip-kosti%C4%87/profil/spieler/161011,"Jul 1, 2021","Jun 30, 2023"
129,Steven Zuber,30,"Aug 17, 1991",Switzerland,EINTRACHT FRANKFURT,1.6,Left Winger,2.5,39,8,4,2943,0,0,1.82,/steven-zuber/profil/spieler/68033,"Jul 1, 2018","Jun 30, 2023"
130,Dominik Kohr,28,"Jan 31, 1994",Germany,EINTRACHT FRANKFURT,1.5,Central Midfield,4.0,24,0,3,1862,0,0,1.83,/dominik-kohr/profil/spieler/118847,"Jul 1, 2019","Jun 30, 2026"
131,Rodrigo Zalazar,22,"Aug 12, 1999",Uruguay,EINTRACHT FRANKFURT,1.5,Attacking Midfield,3.5,32,7,7,2238,0,0,1.78,/rodrigo-zalazar/profil/spieler/606752,"Aug 4, 2020","Jun 30, 2025"
132,Ajdin Hrustic,26,"Jul 5, 1996 ",Australia,EINTRACHT FRANKFURT,0.5,Attacking Midfield,1.8,28,2,0,1046,0,0,1.8,/ajdin-hrustic/profil/spieler/265625,"Jul 3, 2019","Jun 30, 2024"
133,Enrique Herrero,17,"Jan 28, 2005",Spain,EINTRACHT FRANKFURT,0.3,Centre-Forward,0.3,0,0,0,0,0,0,1.73,/enrique-herrero/profil/spieler/741295,"Jul 2, 2019","Jun 30, 2023"
134,Stefan Ilsanker,33,"May 18, 1989",Austria,EINTRACHT FRANKFURT,out,Defensive Midfield,0.7,14,0,0,285,0,0,1.89,/stefan-ilsanker/profil/spieler/40074,"Sep 28, 2020","Jun 30, 2026"
135,Erik Durm,30,"May 12, 1992",Germany,EINTRACHT FRANKFURT,out,Right-Back,0.9,9,0,1,656,0,0,1.83,/erik-durm/profil/spieler/93922,"Jul 6, 2021",-
136,Elias Bördner,20,"Feb 18, 2002",Germany,EINTRACHT FRANKFURT,out,Goalkeeper,0.2,9,0,0,810,7,2,1.88,/elias-bordner/profil/spieler/569288,"Oct 20, 2016","Jun 30, 2025"
137,Martin Hinteregger,29,"Sep 7, 1992 ",Austria,EINTRACHT FRANKFURT,out,Centre-Back,,37,1,0,3039,0,0,1.84,/martin-hinteregger/profil/spieler/85789,"Jul 1, 2017","Jun 30, 2025"
138,Danny da Costa,28,"Jul 13, 1993",Germany,EINTRACHT FRANKFURT,out,Right-Back,2.0,14,0,0,916,0,0,1.87,/danny-da-costa/profil/spieler/85906,"Aug 1, 2019",-
139,Aymen Barkok,24,"May 21, 1998",Morocco,EINTRACHT FRANKFURT,out,Central Midfield,1.5,7,0,0,238,0,0,1.89,/aymen-barkok/profil/spieler/315332,"Jan 31, 2020","Jun 30, 2024"
140,Martin Pecar,19,"Jul 5, 2002 ",Slovenia,EINTRACHT FRANKFURT,out,Left Winger,0.25,9,0,2,611,0,0,1.75,/martin-pecar/profil/spieler/506936,"Jul 3, 2019",-
141,Gonçalo Paciência,28,"Aug 1, 1994 ",Portugal,EINTRACHT FRANKFURT,out,Centre-Forward,3.0,25,5,1,687,0,0,1.84,/goncalo-paciencia/profil/spieler/181547,"Feb 18, 2021","Jun 30, 2023"
142,Jens Petter Hauge,22,"Oct 12, 1999",Norway,EINTRACHT FRANKFURT,out,Right Winger,5.0,38,3,2,1399,0,0,1.84,/jens-petter-hauge/profil/spieler/422355,"Jul 12, 2018","Jun 30, 2025"
143,Ali Akman,20,"Apr 18, 2002",Turkey,EINTRACHT FRANKFURT,out,Centre-Forward,1.1,32,6,0,1717,0,0,1.73,/ali-akman/profil/spieler/555719,"Jul 1, 2021","Jun 30, 2023"
144,Antonio Foti,18,"Nov 3, 2003 ",Cyprus,EINTRACHT FRANKFURT,out,Central Midfield,0.6,19,17,6,1556,0,0,1.8,/antonio-foti/profil/spieler/615036,"Mar 8, 2021","Jun 30, 2025"
145,Ragnar Ache,23,"Jul 28, 1998",Germany,EINTRACHT FRANKFURT,out,Centre-Forward,1.0,16,0,1,246,0,0,1.82,/ragnar-ache/profil/spieler/416380,"Jul 1, 2020","Jun 30, 2023"
146,Gianluca Schäfer,19,"Feb 27, 2003",Germany,EINTRACHT FRANKFURT,out,Left Winger,0.15,6,2,2,280,0,0,1.78,/gianluca-schafer/profil/spieler/580277,"Jan 13, 2022","Jun 30, 2024"
147,Fynn Otto,20,"Mar 8, 2002 ",Germany,EINTRACHT FRANKFURT,out,Centre-Back,0.15,11,0,1,265,0,0,1.92,/fynn-otto/profil/spieler/529198,"Jul 1, 2022","Jun 30, 2023"
148,Jens Petter Hauge,22,"Oct 12, 1999",Norway,EINTRACHT FRANKFURT,"End of loanJun 30, 2022",Right Winger,5.0,38,3,2,1399,0,0,1.84,/jens-petter-hauge/profil/spieler/422355,"Jul 1, 2020","Jun 30, 2023"
149,Sam Lammers,25,"Apr 30, 1997",Netherlands,EINTRACHT FRANKFURT,"End of loanJun 30, 2022",Centre-Forward,2.8,24,2,0,830,0,0,1.91,/sam-lammers/profil/spieler/386914,"Aug 20, 2021","Jun 30, 2023"
150,Kristijan Jakic,25,"May 14, 1997",Croatia,EINTRACHT FRANKFURT,"End of loanJun 30, 2022",Defensive Midfield,9.0,50,3,1,3713,0,0,1.81,/kristijan-jakic/profil/spieler/374954,"Jul 1, 2022","Jun 30, 2023"
151,Xaver Schlager,24,"Sep 28, 1997",Austria,WOLFSBURG,12.0,Central Midfield,22.0,15,0,1,1137,0,0,1.74,/xaver-schlager/profil/spieler/223979,"Jul 1, 2022","Jun 30, 2026"
152,Kevin Mbabu,27,"Apr 19, 1995",Switzerland,WOLFSBURG,5.5,Right-Back,7.0,31,0,1,1743,0,0,1.84,/kevin-mbabu/profil/spieler/183321,"Aug 31, 2021","Jun 29, 2023"
153,Aster Vranckx,19,"Oct 4, 2002 ",Belgium,WOLFSBURG,2.0,Central Midfield,10.0,28,2,0,1472,0,0,1.83,/aster-vranckx/profil/spieler/503881,"Jul 1, 2019","Jun 30, 2026"
154,Elvis Rexhbecaj,24,"Nov 1, 1997 ",Germany,WOLFSBURG,1.7,Central Midfield,3.5,36,0,2,2975,0,0,1.82,/elvis-rexhbecaj/profil/spieler/280575,"Jul 1, 2019","Jun 30, 2023"
155,Renato Steffen,30,"Nov 3, 1991 ",Switzerland,WOLFSBURG,0.75,Right Winger,1.0,26,2,2,1271,0,0,1.7,/renato-steffen/profil/spieler/194638,"Jul 1, 2021","Jun 30, 2023"
156,Bartosz Bialek,20,"Nov 11, 2001",Poland,WOLFSBURG,0.2,Centre-Forward,4.0,12,0,0,168,0,0,1.91,/bartosz-bialek/profil/spieler/535551,"Aug 20, 2017","Jun 30, 2023"
157,Yun-sang Hong,20,"Mar 19, 2002","Korea, South",WOLFSBURG,0.05,Left Winger,0.175,19,4,1,742,0,0,1.77,/yun-sang-hong/profil/spieler/639040,"Jan 10, 2018","Jun 30, 2025"
158,John Anthony Brooks,29,"Jan 28, 1993",United States,WOLFSBURG,out,Centre-Back,6.0,36,1,1,3037,0,0,1.94,/john-anthony-brooks/profil/spieler/124732,"Aug 19, 2020","Jun 30, 2023"
159,Anselmo García MacNulty,19,"Feb 19, 2003",Ireland,WOLFSBURG,out,Centre-Back,0.3,0,0,0,0,0,0,,/anselmo-garcia-macnulty/profil/spieler/631904,"Jul 1, 2021","Jun 30, 2024"
160,Fabio Di Michele Sanchez,19,"Mar 14, 2003",Germany,WOLFSBURG,out,Left-Back,0.2,14,0,2,1186,0,0,1.8,/fabio-di-michele-sanchez/profil/spieler/676889,"Jul 1, 2017","Jun 30, 2024"
161,Marin Pongracic,24,"Sep 11, 1997",Croatia,WOLFSBURG,out,Centre-Back,6.0,23,0,0,1082,0,0,1.93,/marin-pongracic/profil/spieler/282144,"Jul 1, 2021","Jun 30, 2023"
162,William,27,"Apr 3, 1995 ",Brazil,WOLFSBURG,out,Right-Back,2.0,0,0,0,0,0,0,1.76,/william/profil/spieler/341710,"Jul 1, 2022","Jun 30, 2023"
163,Lino Kasten,21,"Jan 17, 2001",Germany,WOLFSBURG,out,Goalkeeper,0.2,25,0,0,2205,0,0,,/lino-kasten/profil/spieler/441994,"Jan 15, 2020","Jun 30, 2023"
164,Dodi Lukébakio,24,"Sep 24, 1997",Belgium,WOLFSBURG,"End of loanJun 30, 2022",Right Winger,12.0,29,2,3,1403,0,0,1.87,/dodi-lukebakio/profil/spieler/303259,"Jul 1, 2017","Dec 31, 2023"
165,Armel Bella-Kotchap,20,"Dec 11, 2001",Germany,BOCHUM,11.0,Centre-Back,18.0,26,0,0,2122,0,0,1.9,/armel-bella-kotchap/profil/spieler/467563,"Jul 1, 2020","Jun 30, 2023"
166,Maxim Leitsch,24,"May 18, 1998",Germany,BOCHUM,3.5,Centre-Back,5.0,22,1,0,1866,0,0,1.89,/maxim-leitsch/profil/spieler/334207,"Aug 30, 2021","Jun 30, 2024"
167,Sebastian Polter,31,"Apr 1, 1991 ",Germany,BOCHUM,1.5,Centre-Forward,1.7,36,11,3,2561,0,0,1.92,/sebastian-polter/profil/spieler/60957,"Mar 2, 2019","Jun 30, 2026"
168,Tom Weilandt,30,"Apr 27, 1992",Germany,BOCHUM,out,Attacking Midfield,0.2,0,0,0,0,0,0,1.86,/tom-weilandt/profil/spieler/93837,"Jul 1, 2017","Jun 30, 2026"
169,Jürgen Locadia,28,"Nov 7, 1993 ",Netherlands,BOCHUM,out,Centre-Forward,2.0,17,2,1,747,0,0,1.93,/jurgen-locadia/profil/spieler/166240,"Aug 13, 2021","Jun 30, 2025"
170,Milos Pantovic,25,"Jul 7, 1996 ",Serbia,BOCHUM,out,Attacking Midfield,2.2,32,8,3,1810,0,0,1.86,/milos-pantovic/profil/spieler/232144,"Jul 1, 2016","Jun 30, 2025"
171,Saulo Decarli,30,"Feb 4, 1992 ",Switzerland,BOCHUM,out,Centre-Back,0.3,1,0,0,8,0,0,1.88,/saulo-decarli/profil/spieler/154578,"Jan 6, 2022",-
172,Robert Tesche,35,"May 27, 1987",Germany,BOCHUM,out,Central Midfield,0.25,12,1,0,467,0,0,1.82,/robert-tesche/profil/spieler/41458,"Jul 1, 2018",-
173,Danny Blum,31,"Jan 7, 1991 ",Germany,BOCHUM,out,Left Winger,0.5,14,2,0,358,0,0,1.84,/danny-blum/profil/spieler/41541,"Jul 1, 2019","Jun 30, 2024"
174,Moritz Römling,21,"Apr 30, 2001",Germany,BOCHUM,out,Left-Back,0.175,25,1,1,1533,0,0,1.86,/moritz-romling/profil/spieler/452222,"Jul 1, 2018",-
175,Luis Hartwig,19,"Nov 23, 2002",Germany,BOCHUM,out,Centre-Forward,0.35,1,0,0,1,0,0,1.8,/luis-hartwig/profil/spieler/571140,"Jul 1, 2019","Jun 30, 2023"
176,Herbert Bockhorn,27,"Jan 31, 1995",Germany,BOCHUM,out,Right-Back,0.6,18,0,0,839,0,0,1.76,/herbert-bockhorn/profil/spieler/186477,"Jul 1, 2019","Jun 30, 2023"
177,Elvis Rexhbecaj,24,"Nov 1, 1997 ",Germany,BOCHUM,"End of loanJun 30, 2022",Central Midfield,3.5,36,0,2,2975,0,0,1.82,/elvis-rexhbecaj/profil/spieler/280575,"Jul 1, 2021","Jun 30, 2023"
178,Konstantinos Stafylidis,28,"Dec 2, 1993 ",Greece,BOCHUM,"End of loanJun 30, 2022",Left-Back,1.8,26,0,3,1593,0,0,1.78,/konstantinos-stafylidis/profil/spieler/148967,"Jul 29, 2020",-
179,Eduard Löwen,25,"Jan 28, 1997",Germany,BOCHUM,"End of loanJun 30, 2022",Central Midfield,2.0,30,3,4,1566,0,0,1.88,/eduard-lowen/profil/spieler/260655,"Aug 2, 2021","Jun 30, 2026"
180,Ricardo Pepi,19,"Jan 9, 2003 ",United States,AUGSBURG,0.5,Centre-Forward,9.0,11,0,0,475,0,0,1.85,/ricardo-pepi/profil/spieler/627207,"Jul 6, 2022","Jun 30, 2023"
181,Maurice Malone,22,"Aug 17, 2000",Germany,AUGSBURG,0.1,Centre-Forward,0.9,21,2,0,703,0,0,1.87,/maurice-malone/profil/spieler/405568,"Jul 1, 2021","Dec 31, 2026"
182,Lasse Günther,19,"Mar 21, 2003",Germany,AUGSBURG,0.1,Left-Back,1.0,17,2,1,1002,0,0,1.83,/lasse-gunther/profil/spieler/522245,"Jan 3, 2022","Jun 30, 2023"
183,Jozo Stanic,23,"Apr 6, 1999 ",Croatia,AUGSBURG,0.1,Right-Back,0.5,25,0,2,1663,0,0,1.84,/jozo-stanic/profil/spieler/333450,"Jul 1, 2021","Jun 30, 2023"
184,Tim Civeja,20,"Jan 4, 2002 ",Germany,AUGSBURG,0.1,Central Midfield,0.175,17,2,1,1087,0,0,1.8,/tim-civeja/profil/spieler/588747,"Jul 1, 2019","Jun 30, 2023"
185,Jan Moravek,32,"Nov 1, 1989 ",Czech Republic,AUGSBURG,out,Central Midfield,0.3,18,0,0,523,0,0,1.8,/jan-moravek/profil/spieler/63022,"Jul 1, 2021","Jun 30, 2023"
186,Michael Gregoritsch,28,"Apr 18, 1994",Austria,AUGSBURG,out,Centre-Forward,8.0,28,9,1,1541,0,0,1.93,/michael-gregoritsch/profil/spieler/120205,"Jul 11, 2018","Jun 30, 2024"
187,Alfred Finnbogason,33,"Feb 1, 1989 ",Iceland,AUGSBURG,out,Centre-Forward,0.4,12,2,1,420,0,0,1.84,/alfred-finnbogason/profil/spieler/90024,"Jul 1, 2012","Jun 30, 2023"
188,Felix Götze,24,"Feb 11, 1998",Germany,AUGSBURG,out,Central Midfield,0.4,25,2,3,1330,0,0,1.85,/felix-gotze/profil/spieler/330635,"Jul 4, 2017",-
189,Henri Koudossou,22,"Sep 3, 1999 ",Germany,AUGSBURG,out,Right Midfield,0.2,27,4,11,1854,0,0,1.8,/henri-koudossou/profil/spieler/515624,"Jul 1, 2016","Jun 30, 2023"
190,Arne Maier,23,"Jan 8, 1999 ",Germany,AUGSBURG,"End of loanJun 30, 2022",Central Midfield,5.5,30,1,8,1989,0,0,1.86,/arne-maier/profil/spieler/296397,"Jul 1, 2022","Jun 30, 2025"
191,Andi Zeqiri,23,"Jun 22, 1999",Switzerland,AUGSBURG,"End of loanJun 30, 2022",Centre-Forward,2.3,24,3,2,1193,0,0,1.85,/andi-zeqiri/profil/spieler/345468,"Jul 1, 2018","Jun 30, 2024"
192,Sasa Kalajdzic,25,"Jul 7, 1997 ",Austria,STUTTGART,18.0,Centre-Forward,18.0,15,6,2,1220,0,0,2.0,/sasa-kalajdzic/profil/spieler/369567,"Jul 1, 2022","Jun 30, 2025"
193,Orel Mangala,24,"Mar 18, 1998",Belgium,STUTTGART,13.0,Central Midfield,12.0,29,1,4,1952,0,0,1.78,/orel-mangala/profil/spieler/289592,"Aug 30, 2021","Jun 30, 2023"
194,Darko Churlinov,22,"Jul 11, 2000",North Macedonia,STUTTGART,3.5,Left Winger,3.0,24,3,6,1320,0,0,1.8,/darko-churlinov/profil/spieler/386786,"Jul 5, 2019","Jun 30, 2027"
195,Pablo Maffeo,24,"Jul 12, 1997",Spain,STUTTGART,3.0,Right-Back,6.0,36,1,5,3042,0,0,1.72,/pablo-maffeo/profil/spieler/251876,"Jul 1, 2017","Jun 30, 2026"
196,Philipp Förster,27,"Feb 4, 1995 ",Germany,STUTTGART,0.5,Attacking Midfield,2.0,22,3,1,1149,0,0,1.88,/philipp-forster/profil/spieler/179635,"Jan 8, 2020","Jun 30, 2026"
197,Maxime Awoudja,24,"Feb 2, 1998 ",Germany,STUTTGART,out,Centre-Back,0.5,23,2,2,1725,0,0,1.88,/maxime-awoudja/profil/spieler/312218,"Jul 1, 2018","Jun 30, 2023"
198,Erik Thommy,27,"Aug 20, 1994",Germany,STUTTGART,out,Left Midfield,1.8,25,3,3,1251,0,0,1.75,/erik-thommy/profil/spieler/156779,"Sep 2, 2019","Jun 30, 2024"
199,Philipp Klement,29,"Sep 9, 1992 ",Germany,STUTTGART,out,Attacking Midfield,0.85,19,4,5,1411,0,0,1.75,/philipp-klement/profil/spieler/60394,"Jul 5, 2019","Jun 30, 2023"
200,Mateo Klimowicz,22,"Jul 6, 2000 ",Germany,STUTTGART,out,Attacking Midfield,1.0,23,2,4,1152,0,0,1.79,/mateo-klimowicz/profil/spieler/540302,"Jul 1, 2019",-
201,Ömer Beyaz,18,"Aug 29, 2003",Turkey,STUTTGART,out,Attacking Midfield,0.7,5,0,0,79,0,0,1.71,/omer-beyaz/profil/spieler/588020,"Jan 18, 2018","Dec 31, 2024"
202,Mohamed Sankoh,18,"Oct 16, 2003",Netherlands,STUTTGART,out,Centre-Forward,0.8,2,1,0,21,0,0,1.83,/mohamed-sankoh/profil/spieler/572919,"Jul 1, 2018","Jun 30, 2023"
203,Roberto Massimo,21,"Oct 12, 2000",Germany,STUTTGART,out,Left Winger,1.5,23,2,1,1189,0,0,1.82,/roberto-massimo/profil/spieler/431561,"Jul 1, 2021","Jun 30, 2023"
204,Wahid Faghir,19,"Jul 29, 2003",Denmark,STUTTGART,out,Centre-Forward,2.5,22,7,1,1328,0,0,1.86,/wahid-faghir/profil/spieler/610431,"Jul 1, 2021","Jun 30, 2025"
205,Clinton Mola,21,"Mar 15, 2001",England,STUTTGART,out,Centre-Back,0.8,5,0,0,292,0,0,1.84,/clinton-mola/profil/spieler/470594,"Aug 31, 2021","Jun 30, 2023"
206,Daniel Didavi,32,"Feb 21, 1990",Germany,STUTTGART,out,Attacking Midfield,0.3,14,1,2,537,0,0,1.8,/daniel-didavi/profil/spieler/57995,"Jan 31, 2020","Jun 30, 2023"
207,Alexis Tibidi,18,"Nov 3, 2003 ",France,STUTTGART,out,Left Winger,1.5,29,5,8,1703,0,0,1.87,/alexis-tibidi/profil/spieler/750886,"Jul 1, 2019","Dec 31, 2023"
208,Hiroki Ito,23,"May 12, 1999",Japan,STUTTGART,"End of loanJun 30, 2022",Centre-Back,5.5,31,1,1,2528,0,0,1.88,/hiroki-ito/profil/spieler/353892,"Jul 1, 2018",-
209,Omar Marmoush,23,"Feb 7, 1999 ",Egypt,STUTTGART,"End of loanJun 30, 2022",Left Winger,6.0,23,3,5,1604,0,0,1.83,/omar-marmoush/profil/spieler/445939,"Jan 1, 2022","Jun 30, 2027"
210,Konstantinos Mavropanos,24,"Dec 11, 1997",Greece,STUTTGART,"End of loanJun 30, 2022",Centre-Back,15.0,33,5,1,2854,0,0,1.94,/konstantinos-mavropanos/profil/spieler/415912,"Aug 30, 2021","Jun 30, 2023"
211,Arne Maier,23,"Jan 8, 1999 ",Germany,HERTHA,5.0,Central Midfield,5.5,30,1,8,1989,0,0,1.86,/arne-maier/profil/spieler/296397,"Jul 1, 2022","Jun 30, 2025"
212,Jurgen Ekkelenkamp,22,"Apr 5, 2000 ",Netherlands,HERTHA,5.0,Central Midfield,5.5,23,3,0,781,0,0,1.88,/jurgen-ekkelenkamp/profil/spieler/361068,"Jul 1, 2022","Jun 30, 2025"
213,Javairô Dilrosun,24,"Jun 22, 1998",Netherlands,HERTHA,4.0,Left Winger,6.0,37,3,8,2081,0,0,1.75,/javairo-dilrosun/profil/spieler/315125,"Jul 1, 2017","Jun 30, 2023"
214,Jordan Torunarigha,24,"Aug 7, 1997 ",Germany,HERTHA,3.5,Centre-Back,5.0,22,0,1,1695,0,0,1.91,/jordan-torunarigha/profil/spieler/227110,"Aug 27, 2021","Jun 30, 2026"
215,Dedryck Boyata,31,"Nov 28, 1990",Belgium,HERTHA,2.0,Centre-Back,3.0,27,1,2,2260,0,0,1.88,/dedryck-boyata/profil/spieler/88262,"Jul 1, 2018","Jun 30, 2026"
216,Jessic Ngankam,21,"Jul 20, 2000",Germany,HERTHA,1.5,Centre-Forward,2.0,6,2,1,342,0,0,1.84,/jessic-ngankam/profil/spieler/448177,"Dec 19, 2016","Jun 30, 2025"
217,Eduard Löwen,25,"Jan 28, 1997",Germany,HERTHA,1.0,Central Midfield,2.0,30,3,4,1566,0,0,1.88,/eduard-lowen/profil/spieler/260655,"Jul 1, 2019","Jun 30, 2025"
218,Krzysztof Piatek,27,"Jul 1, 1995 ",Poland,HERTHA,1.0,Centre-Forward,11.0,28,7,1,1306,0,0,1.83,/krzysztof-piatek/profil/spieler/327757,"Jul 1, 2020","Jun 30, 2025"
219,Anton Kade,18,"Jan 17, 2004",Germany,HERTHA,0.75,Left Winger,0.75,29,7,11,2267,0,0,1.85,/anton-kade/profil/spieler/654234,"Jul 1, 2019","Jun 30, 2024"
220,Alexander Schwolow,30,"Jun 2, 1992 ",Germany,HERTHA,0.3,Goalkeeper,1.5,28,0,0,2446,55,6,1.9,/alexander-schwolow/profil/spieler/93763,"Jan 30, 2020","Jun 30, 2023"
221,Ishak Belfodil,30,"Jan 12, 1992",Algeria,HERTHA,out,Centre-Forward,1.8,30,6,3,1914,0,0,1.92,/ishak-belfodil/profil/spieler/111039,"Jan 31, 2022","Jun 30, 2026"
222,Nils-Jonathan Körber,25,"Nov 13, 1996",Germany,HERTHA,out,Goalkeeper,0.3,8,0,0,720,13,3,1.89,/nils-jonathan-korber/profil/spieler/241974,"Aug 4, 2020","Jun 30, 2023"
223,Niklas Stark,27,"Apr 14, 1995",Germany,HERTHA,out,Centre-Back,4.5,30,1,0,2251,0,0,1.9,/niklas-stark/profil/spieler/162434,"Aug 23, 2021","Jun 30, 2024"
224,Marcel Lotka,21,"May 25, 2001",Germany,HERTHA,out,Goalkeeper,1.3,18,0,0,1604,33,3,1.9,/marcel-lotka/profil/spieler/453737,"Jul 1, 2015","Jun 30, 2024"
225,Lukas Klünter,26,"May 26, 1996",Germany,HERTHA,out,Right-Back,0.8,6,0,0,236,0,0,1.84,/lukas-klunter/profil/spieler/282577,"Aug 24, 2015","Jun 30, 2026"
226,Luca Wollschläger,19,"Feb 8, 2003 ",Germany,HERTHA,out,Centre-Forward,0.25,28,10,5,1870,0,0,1.95,/luca-wollschlager/profil/spieler/678088,"Jan 1, 2022","Jun 30, 2024"
227,Fredrik Björkan,24,"Aug 21, 1998",Norway,HERTHA,out,Left-Back,1.5,19,0,0,1071,0,0,1.8,/fredrik-bjorkan/profil/spieler/364938,"Jul 1, 2018",-
228,Daishawn Redan,21,"Feb 2, 2001 ",Netherlands,HERTHA,out,Centre-Forward,1.3,30,6,3,2310,0,0,1.76,/daishawn-redan/profil/spieler/361081,"Jul 1, 2022","Jun 30, 2023"
229,Santiago Ascacíbar,25,"Feb 25, 1997",Argentina,HERTHA,out,Defensive Midfield,6.5,31,0,1,2636,0,0,1.68,/santiago-ascacibar/profil/spieler/423436,"Jul 18, 2019","Jun 30, 2024"
230,Omar Alderete,25,"Dec 26, 1996",Paraguay,HERTHA,out,Centre-Back,4.0,34,2,0,2843,0,0,1.88,/omar-alderete/profil/spieler/353032,"Jan 1, 2022","Jul 31, 2025"
231,Malick Thiaw,21,"Aug 8, 2001 ",Germany,SCHALKE 04,7.0,Centre-Back,6.0,32,2,0,2596,0,0,1.94,/malick-thiaw/profil/spieler/521964,"Jan 1, 2020","Jun 30, 2023"
232,Ozan Kabak,22,"Mar 25, 2000",Turkey,SCHALKE 04,7.0,Centre-Back,10.0,13,0,0,1104,0,0,1.87,/ozan-kabak/profil/spieler/361260,"Oct 5, 2020","Jun 30, 2025"
233,Rabbi Matondo,21,"Sep 9, 2000 ",Wales,SCHALKE 04,3.0,Right Winger,3.5,27,10,2,2082,0,0,1.75,/rabbi-matondo/profil/spieler/404384,"Jul 1, 2020","Jun 30, 2027"
234,Victor Pálsson,31,"Apr 30, 1991",Iceland,SCHALKE 04,0.5,Defensive Midfield,0.4,40,0,3,2990,0,0,1.86,/victor-palsson/profil/spieler/97241,"Jul 1, 2019","Jun 30, 2024"
235,Can Bozdogan,21,"Apr 5, 2001 ",Germany,SCHALKE 04,0.5,Central Midfield,4.0,28,1,1,1426,0,0,1.74,/can-bozdogan/profil/spieler/406609,"Jan 30, 2019","Jun 30, 2023"
236,Timo Becker,25,"Mar 25, 1997",Germany,SCHALKE 04,0.25,Centre-Back,0.6,27,1,1,1765,0,0,1.9,/timo-becker/profil/spieler/282349,"Jul 1, 2021","Dec 31, 2024"
237,Marc Rzatkowski,32,"Mar 2, 1990 ",Germany,SCHALKE 04,out,Central Midfield,0.3,8,0,0,405,0,0,1.72,/marc-rzatkowski/profil/spieler/53681,"Jul 1, 2020","Jun 30, 2023"
238,Hamza Mendyl,24,"Oct 21, 1997",Morocco,SCHALKE 04,out,Left-Back,0.8,23,1,2,1122,0,0,1.79,/hamza-mendyl/profil/spieler/447221,"Jul 31, 2020","Jun 30, 2025"
239,Martin Fraisl,29,"May 10, 1993",Austria,SCHALKE 04,out,Goalkeeper,0.6,27,0,0,2430,33,8,1.88,/martin-fraisl/profil/spieler/277607,"Sep 21, 2021","Jun 30, 2023"
240,Marius Lode,29,"Mar 11, 1993",Norway,SCHALKE 04,out,Centre-Back,0.7,31,0,2,2145,0,0,1.85,/marius-lode/profil/spieler/223197,"Aug 17, 2018","Jun 30, 2023"
241,Levent Mercan,21,"Dec 10, 2000",Turkey,SCHALKE 04,out,Left-Back,1.0,22,1,0,625,0,0,1.76,/levent-mercan/profil/spieler/388820,"Jul 21, 2021",-
242,Marvin Pieringer,22,"Oct 4, 1999 ",Germany,SCHALKE 04,out,Centre-Forward,1.8,27,2,2,892,0,0,1.91,/marvin-pieringer/profil/spieler/471055,"Jan 14, 2022","Dec 31, 2025"
243,Blendi Idrizi,24,"May 2, 1998 ",Kosovo,SCHALKE 04,out,Attacking Midfield,0.6,24,1,4,867,0,0,1.79,/blendi-idrizi/profil/spieler/283141,"Jul 1, 2019","Jun 30, 2025"
244,Reinhold Ranftl,30,"Jan 24, 1992",Austria,SCHALKE 04,out,Right-Back,0.6,16,0,1,1034,0,0,1.8,/reinhold-ranftl/profil/spieler/83119,"Jul 1, 2022","Jun 30, 2023"
245,Amine Harit,25,"Jun 18, 1997",Morocco,SCHALKE 04,out,Attacking Midfield,14.0,34,5,4,1690,0,0,1.8,/amine-harit/profil/spieler/372711,"Jul 1, 2021","Jun 30, 2023"
246,Salif Sané,31,"Aug 25, 1990",Senegal,SCHALKE 04,out,Centre-Back,0.5,11,0,0,428,0,0,1.96,/salif-sane/profil/spieler/126534,"Jul 1, 2021","Jun 30, 2023"
247,Nassim Boujellab,23,"Jun 20, 1999",Morocco,SCHALKE 04,out,Central Midfield,0.4,31,1,1,1570,0,0,1.82,/nassim-boujellab/profil/spieler/346332,"Jul 10, 2017","Jun 30, 2024"
