,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,href,join,contract
586,Stefano Girelli,21,"Jan 9, 2001 ",Italy,CREMONESE,out,Central Midfield,0.15,24,0,0,1239,0,0,-,/stefano-girelli/profil/spieler/533321,"Jun 30, 2022","Jun 30, 2023"
587,Alessandro Crescenzi,30,"Sep 25, 1991",Italy,CREMONESE,out,Left-Back,0.175,22,0,0,988,0,0,1.78,/alessandro-crescenzi/profil/spieler/96758,"Sep 1, 2020","Jun 30, 2023"
599,Giuseppe Bellusci,32,"Aug 21, 1989",Italy,MONZA,out,Centre-Back,0.3,20,0,1,1696,0,0,1.85,/giuseppe-bellusci/profil/spieler/57354,"Jul 25, 2019","Jun 30, 2024"
600,Nicola Mosti,24,"Feb 7, 1998 ",Italy,MONZA,out,Attacking Midfield,0.275,37,4,9,1890,0,0,1.77,/nicola-mosti/profil/spieler/302497,"Aug 2, 2019","Jun 30, 2023"
601,Luca Lombardi,19,"Dec 6, 2002 ",Italy,MONZA,out,Central Midfield,0.075,29,0,0,1567,0,0,1.75,/luca-lombardi/profil/spieler/644156,"Jun 30, 2022","Jun 30, 2023"
602,Daniele Sommariva,24,"Jul 18, 1997",Italy,MONZA,out,Goalkeeper,0.1,0,0,0,0,0,0,1.85,/daniele-sommariva/profil/spieler/312773,"Jul 11, 2018",-
604,Tommaso Morosini,30,"Oct 8, 1991 ",Italy,MONZA,out,Central Midfield,0.15,22,3,0,841,0,0,1.84,/tommaso-morosini/profil/spieler/134383,"Jan 7, 2020","Jun 30, 2024"
605,Davide Diaw,30,"Jan 6, 1992 ",Italy,MONZA,out,Centre-Forward,1.5,33,7,4,2693,0,0,1.91,/davide-diaw/profil/spieler/404995,"Jan 29, 2021","Jun 30, 2024"
607,Stefano Rubbi,19,"Jul 30, 2002",Italy,MONZA,out,Goalkeeper,0.075,20,0,0,1800,21,7,1.92,/stefano-rubbi/profil/spieler/630812,"Aug 4, 2021","Jun 30, 2023"
608,Pedro Pereira,24,"Jan 22, 1998",Portugal,MONZA,out,Right-Back,2.0,35,0,5,2364,0,0,1.85,/pedro-pereira/profil/spieler/314965,"Jul 1, 2022","Jun 30, 2023"
610,Luca Mazzitelli,26,"Nov 15, 1995",Italy,MONZA,out,Central Midfield,2.5,31,2,6,1935,0,0,1.84,/luca-mazzitelli/profil/spieler/226025,"Jul 9, 2021","Jun 30, 2023"
611,Mario Sampirisi,29,"Oct 31, 1992",Italy,MONZA,out,Right-Back,0.75,29,3,0,1602,0,0,1.88,/mario-sampirisi/profil/spieler/160357,"Jul 4, 2019","Jun 30, 2023"
612,Armando Anastasio,26,"Jul 24, 1996",Italy,MONZA,out,Left-Back,0.125,11,0,0,397,0,0,1.8,/armando-anastasio/profil/spieler/286275,"Jan 15, 2019","Jun 30, 2023"
613,Andrea Ranocchia,34,"Feb 16, 1988",Italy,MONZA,out,Centre-Back,,10,1,0,556,0,0,1.95,/andrea-ranocchia/profil/spieler/44327,"Jul 1, 2022","Jun 30, 2024"
614,Gastón Ramírez,31,"Dec 2, 1990 ",Uruguay,MONZA,out,Attacking Midfield,0.5,6,1,0,161,0,0,1.83,/gaston-ramirez/profil/spieler/123742,"Dec 7, 2021","Jun 30, 2023"
