,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,join,contract,href
277,Jae-sung Lee,29,"Aug 10, 1992","Korea, South",MAINZ,,Attacking Midfield,3.0,30,4,3,1627,0,0,1.8,"Jul 8, 2021","Jun 30, 2024",/jae-sung-lee/profil/spieler/314398
279,Romario Rösch,22,"Jul 1, 1999 ",Germany,MAINZ,,Attacking Midfield,0.15,33,4,4,2406,0,0,1.82,-,"Jun 30, 2023",/romario-rosch/profil/spieler/333464
280,Kaito Mizuta,22,"Apr 8, 2000 ",Japan,MAINZ,,Attacking Midfield,0.15,35,5,7,2827,0,0,1.82,-,"Jun 30, 2023",/kaito-mizuta/profil/spieler/677794
283,Ben Bobzien,19,"Apr 29, 2003",Germany,MAINZ,,Right Winger,0.25,24,12,5,1907,0,0,1.74,"Jul 1, 2022","Jun 30, 2023",/ben-bobzien/profil/spieler/658116
284,Jonathan Burkardt,21,"Jul 11, 2000",Germany,MAINZ,,Centre-Forward,17.0,37,14,4,2845,0,0,1.83,"Jul 1, 2018","Jun 30, 2024",/jonathan-burkardt/profil/spieler/333647
285,Karim Onisiwo,30,"Mar 17, 1992",Austria,MAINZ,,Centre-Forward,3.5,33,7,10,2540,0,0,1.88,"Jan 5, 2016","Jun 30, 2024",/karim-onisiwo/profil/spieler/119234
288,Oliver Baumann,32,"Jun 2, 1990 ",Germany,HOFFENHEIM,,Goalkeeper,4.5,35,0,0,3150,62,8,1.87,"Jul 1, 2014","Jun 30, 2024",/oliver-baumann/profil/spieler/55089
289,Philipp Pentke,37,"May 1, 1985 ",Germany,HOFFENHEIM,,Goalkeeper,0.3,3,0,0,300,6,0,1.91,"Jul 1, 2019","Jun 30, 2023",/philipp-pentke/profil/spieler/8246
290,Luca Philipp,21,"Nov 28, 2000",Germany,HOFFENHEIM,,Goalkeeper,0.3,21,0,0,1890,34,3,1.92,"Jul 31, 2020","Jun 30, 2023",/luca-philipp/profil/spieler/432671
291,Nahue Noll,19,"Mar 17, 2003",Germany,HOFFENHEIM,,Goalkeeper,0.2,27,0,0,2430,40,7,1.88,"Jul 1, 2021","Jun 30, 2025",/nahue-noll/profil/spieler/600942
294,Kevin Akpoguma,27,"Apr 19, 1995",Nigeria,HOFFENHEIM,,Centre-Back,6.0,29,2,4,1786,0,0,1.92,"Jul 1, 2013","Jun 30, 2024",/kevin-akpoguma/profil/spieler/160241
295,Kevin Vogt,30,"Sep 23, 1991",Germany,HOFFENHEIM,,Centre-Back,3.5,33,0,2,2855,0,0,1.94,"Jul 1, 2016","Jun 30, 2025",/kevin-vogt/profil/spieler/84435
297,Benjamin Hübner,32,"Jul 4, 1989 ",Germany,HOFFENHEIM,,Centre-Back,1.0,6,1,0,393,0,0,1.93,"Jul 1, 2016",-,/benjamin-hubner/profil/spieler/52348
299,Ermin Bicakcic,32,"Jan 24, 1990",Bosnia-Herzegovina,HOFFENHEIM,,Centre-Back,1.0,1,0,0,4,0,0,1.85,"Jul 1, 2014","Jun 30, 2023",/ermin-bicakcic/profil/spieler/51676
300,Gabriel Haider,20,"Jun 18, 2002",Austria,HOFFENHEIM,,Centre-Back,0.125,14,1,1,873,0,0,1.84,-,"Jun 30, 2024",/gabriel-haider/profil/spieler/523913
301,Noah König,19,"May 17, 2003",Germany,HOFFENHEIM,,Centre-Back,0.125,15,0,0,1049,0,0,1.88,-,"Jun 30, 2025",/noah-konig/profil/spieler/685487
304,Pavel Kaderabek,30,"Apr 25, 1992",Czech Republic,HOFFENHEIM,,Right-Back,5.0,19,1,3,1197,0,0,1.82,"Jul 1, 2015","Jun 30, 2025",/pavel-kaderabek/profil/spieler/143798
308,Angelo Stiller,21,"Apr 4, 2001 ",Germany,HOFFENHEIM,,Defensive Midfield,7.0,29,3,2,1946,0,0,1.83,"Jul 1, 2021","Jun 30, 2025",/angelo-stiller/profil/spieler/443710
309,Sebastian Rudy,32,"Feb 28, 1990",Germany,HOFFENHEIM,,Defensive Midfield,1.5,24,3,1,925,0,0,1.8,"Jul 1, 2021","Jun 30, 2023",/sebastian-rudy/profil/spieler/57051
311,Fabian Rüth,20,"Jul 2, 2001 ",Germany,HOFFENHEIM,,Defensive Midfield,0.125,20,1,0,1212,0,0,1.87,-,"Jun 30, 2023",/fabian-ruth/profil/spieler/452065
312,Dennis Geiger,24,"Jun 10, 1998",Germany,HOFFENHEIM,,Central Midfield,9.0,22,2,2,1551,0,0,1.73,"Jul 1, 2016","Jun 30, 2023",/dennis-geiger/profil/spieler/251309
313,Umut Tohumcu,17,"Aug 11, 2004",Germany,HOFFENHEIM,,Central Midfield,,23,20,12,1914,0,0,1.75,"Jan 18, 2023","Jun 30, 2026",/umut-tohumcu/profil/spieler/569031
314,Robert Skov,26,"May 20, 1996",Denmark,HOFFENHEIM,,Right Midfield,7.0,14,1,4,434,0,0,1.85,"Jul 29, 2019","Jun 30, 2024",/robert-skov/profil/spieler/270393
315,Christoph Baumgartner,22,"Aug 1, 1999 ",Austria,HOFFENHEIM,,Attacking Midfield,22.0,31,7,2,2090,0,0,1.8,"Jan 15, 2019","Jun 30, 2025",/christoph-baumgartner/profil/spieler/324278
317,Tom Bischof,17,"Jun 28, 2005",Germany,HOFFENHEIM,,Attacking Midfield,1.0,19,8,8,1560,0,0,1.76,"Jul 1, 2021","Jun 30, 2025",/tom-bischof/profil/spieler/822959
318,Jacob Bruun Larsen,23,"Sep 19, 1998",Denmark,HOFFENHEIM,,Left Winger,6.0,28,5,2,942,0,0,1.83,"Jan 31, 2020","Jun 30, 2024",/jacob-bruun-larsen/profil/spieler/293281
319,Bambasé Conté,18,"Jul 7, 2003 ",Germany,HOFFENHEIM,,Left Winger,,15,5,7,1146,0,0,1.78,-,"Jun 30, 2023",/bambase-conte/profil/spieler/574193
320,Georginio Rutter,20,"Apr 20, 2002",France,HOFFENHEIM,,Centre-Forward,16.0,36,8,5,1813,0,0,1.82,"Feb 1, 2021","Jun 30, 2028",/georginio-rutter/profil/spieler/538977
321,Ihlas Bebou,28,"Apr 23, 1994",Togo,HOFFENHEIM,,Centre-Forward,16.0,29,7,3,2196,0,0,1.83,"Jul 1, 2019","Jun 30, 2026",/ihlas-bebou/profil/spieler/237164
322,Andrej Kramaric,31,"Jun 19, 1991",Croatia,HOFFENHEIM,,Centre-Forward,12.0,35,8,11,2937,0,0,1.77,"Jul 1, 2016","Jun 30, 2025",/andrej-kramaric/profil/spieler/46580
323,Munas Dabbur,30,"May 14, 1992",Israel,HOFFENHEIM,,Centre-Forward,4.0,30,5,6,1479,0,0,1.82,"Jan 7, 2020","Jun 30, 2024",/munas-dabbur/profil/spieler/145866
325,Maximilian Beier,19,"Oct 17, 2002",Germany,HOFFENHEIM,,Centre-Forward,3.0,34,8,7,2424,0,0,1.85,"Jul 1, 2020","Jun 30, 2023",/maximilian-beier/profil/spieler/578392
326,Fisnik Asllani,19,"Aug 8, 2002 ",Germany,HOFFENHEIM,,Centre-Forward,0.4,8,1,3,395,0,0,1.88,"Jan 4, 2022","Jun 30, 2026",/fisnik-asllani/profil/spieler/524290
327,Nick Proschwitz,35,"Nov 28, 1986",Germany,HOFFENHEIM,,Centre-Forward,0.15,37,20,7,3101,0,0,1.92,-,"Jun 30, 2023",/nick-proschwitz/profil/spieler/31535
328,Yann Sommer,33,"Dec 17, 1988",Switzerland,BORUSSIA MÖNCHENGLADBACH,,Goalkeeper,5.0,36,0,0,3240,63,7,1.83,"Jul 1, 2014","Jun 30, 2025",/yann-sommer/profil/spieler/42205
329,Tobias Sippel,34,"Mar 22, 1988",Germany,BORUSSIA MÖNCHENGLADBACH,,Goalkeeper,0.4,1,0,0,90,1,0,1.83,"Jul 1, 2015","Jun 30, 2023",/tobias-sippel/profil/spieler/31653
330,Jan Olschowsky,20,"Nov 18, 2001",Germany,BORUSSIA MÖNCHENGLADBACH,,Goalkeeper,0.3,16,0,0,1440,21,4,1.84,"Jul 13, 2020","Jun 30, 2027",/jan-olschowsky/profil/spieler/455922
333,Nico Elvedi,25,"Sep 30, 1996",Switzerland,BORUSSIA MÖNCHENGLADBACH,,Centre-Back,18.0,31,1,1,2702,0,0,1.89,"Jul 1, 2015","Jun 30, 2024",/nico-elvedi/profil/spieler/192635
336,Tony Jantschke,32,"Apr 7, 1990 ",Germany,BORUSSIA MÖNCHENGLADBACH,,Centre-Back,0.8,3,0,0,227,0,0,1.77,"Jul 1, 2009","Jun 30, 2023",/tony-jantschke/profil/spieler/47587
337,Tom Gaal,21,"Mar 3, 2001 ",Germany,BORUSSIA MÖNCHENGLADBACH,,Centre-Back,0.1,28,0,1,2474,0,0,1.93,-,"Jun 30, 2023",/tom-gaal/profil/spieler/392133
338,Mamadou Doucouré,24,"May 21, 1998",France,BORUSSIA MÖNCHENGLADBACH,,Centre-Back,0.1,5,0,0,257,0,0,1.83,"Jul 1, 2016","Jun 30, 2024",/mamadou-doucoure/profil/spieler/340480
339,Ramy Bensebaini,27,"Apr 16, 1995",Algeria,BORUSSIA MÖNCHENGLADBACH,,Left-Back,17.0,24,6,2,2110,0,0,1.87,"Aug 14, 2019","Jun 30, 2023",/ramy-bensebaini/profil/spieler/284732
340,Luca Netz,19,"May 15, 2003",Germany,BORUSSIA MÖNCHENGLADBACH,,Left-Back,6.5,27,1,5,1550,0,0,1.84,"Aug 6, 2021","Jun 30, 2026",/luca-netz/profil/spieler/524285
341,Joe Scally,19,"Dec 31, 2002",United States,BORUSSIA MÖNCHENGLADBACH,,Right-Back,8.0,33,1,2,2129,0,0,1.84,"Jan 1, 2021","Jun 30, 2026",/joe-scally/profil/spieler/504153
342,Stefan Lainer,29,"Aug 27, 1992",Austria,BORUSSIA MÖNCHENGLADBACH,,Right-Back,4.5,23,1,3,1637,0,0,1.75,"Jul 1, 2019","Jun 30, 2024",/stefan-lainer/profil/spieler/85791
344,Christoph Kramer,31,"Feb 19, 1991",Germany,BORUSSIA MÖNCHENGLADBACH,,Defensive Midfield,2.5,19,0,0,828,0,0,1.91,"Jul 1, 2016","Jun 30, 2025",/christoph-kramer/profil/spieler/82097
345,Florian Neuhaus,25,"Mar 16, 1997",Germany,BORUSSIA MÖNCHENGLADBACH,,Central Midfield,20.0,32,4,4,2323,0,0,1.85,"Jul 1, 2017","Jun 30, 2024",/florian-neuhaus/profil/spieler/278332
346,Manu Koné,21,"May 17, 2001",France,BORUSSIA MÖNCHENGLADBACH,,Central Midfield,18.0,29,3,1,2376,0,0,1.85,"Jan 21, 2021","Jun 30, 2025",/manu-kone/profil/spieler/624690
349,Lars Stindl,33,"Aug 26, 1988",Germany,BORUSSIA MÖNCHENGLADBACH,,Attacking Midfield,2.5,29,5,5,1884,0,0,1.81,"Jul 1, 2015","Jun 30, 2023",/lars-stindl/profil/spieler/48298
350,Conor Noß,21,"Jan 1, 2001 ",Ireland,BORUSSIA MÖNCHENGLADBACH,,Attacking Midfield,0.7,16,1,2,1107,0,0,1.81,"Jul 1, 2021","Jun 30, 2024",/conor-noss/profil/spieler/520857
352,Alassane Plea,29,"Mar 10, 1993",France,BORUSSIA MÖNCHENGLADBACH,,Left Winger,15.0,36,10,8,2156,0,0,1.81,"Jul 13, 2018","Jun 30, 2025",/alassane-plea/profil/spieler/167329
354,Mika Schroers,20,"Feb 4, 2002 ",Germany,BORUSSIA MÖNCHENGLADBACH,,Left Winger,0.1,35,3,7,2273,0,0,1.81,-,"Jun 30, 2023",/mika-schroers/profil/spieler/472246
355,Jonas Hofmann,29,"Jul 14, 1992",Germany,BORUSSIA MÖNCHENGLADBACH,,Right Winger,13.0,28,12,6,2154,0,0,1.76,"Jan 1, 2016","Jun 30, 2025",/jonas-hofmann/profil/spieler/7161
356,Patrick Herrmann,31,"Feb 12, 1991",Germany,BORUSSIA MÖNCHENGLADBACH,,Right Winger,2.3,26,0,6,864,0,0,1.79,"Jan 1, 2010","Jun 30, 2024",/patrick-herrmann/profil/spieler/32711
357,Marcus Thuram,24,"Aug 6, 1997 ",France,BORUSSIA MÖNCHENGLADBACH,,Centre-Forward,20.0,23,3,1,1034,0,0,1.92,"Jul 22, 2019","Jun 30, 2023",/marcus-thuram/profil/spieler/318528
359,Kevin Trapp,31,"Jul 8, 1990 ",Germany,EINTRACHT FRANKFURT,,Goalkeeper,7.0,46,0,0,4200,61,7,1.89,"Aug 7, 2019","Jun 30, 2026",/kevin-trapp/profil/spieler/45672
360,Diant Ramaj,20,"Sep 19, 2001",Germany,EINTRACHT FRANKFURT,,Goalkeeper,0.75,1,0,0,90,1,0,1.89,"Jul 1, 2021","Jun 30, 2027",/diant-ramaj/profil/spieler/448705
361,Jannik Horz,19,"Apr 14, 2003",Germany,EINTRACHT FRANKFURT,,Goalkeeper,0.2,5,0,0,450,8,1,1.93,-,"Jun 30, 2023",/jannik-horz/profil/spieler/586229
362,Jens Grahl,33,"Sep 22, 1988",Germany,EINTRACHT FRANKFURT,,Goalkeeper,0.2,1,0,0,90,2,0,1.92,"Jul 19, 2021","Jun 30, 2026",/jens-grahl/profil/spieler/40034
363,Matteo Bignetti,18,"May 6, 2004 ",Austria,EINTRACHT FRANKFURT,,Goalkeeper,,14,0,0,1260,16,5,1.9,-,"Jun 30, 2023",/matteo-bignetti/profil/spieler/629032
364,Evan Ndicka,22,"Aug 20, 1999",France,EINTRACHT FRANKFURT,,Centre-Back,32.0,44,4,4,3918,0,0,1.92,"Jul 5, 2018","Jun 30, 2023",/evan-ndicka/profil/spieler/371149
365,Tuta,22,"Jul 4, 1999 ",Brazil,EINTRACHT FRANKFURT,,Centre-Back,13.0,38,4,0,3096,0,0,1.85,"Jan 31, 2019","Jun 30, 2026",/tuta/profil/spieler/546213
367,Almamy Touré,26,"Apr 28, 1996",Mali,EINTRACHT FRANKFURT,,Centre-Back,3.5,18,1,0,1104,0,0,1.83,"Jan 31, 2019","Jun 30, 2023",/almamy-toure/profil/spieler/216181
368,Makoto Hasebe,38,"Jan 18, 1984",Japan,EINTRACHT FRANKFURT,,Centre-Back,0.8,26,0,0,1721,0,0,1.8,"Jul 1, 2014","Jun 30, 2023",/makoto-hasebe/profil/spieler/39259
369,Christopher Lenz,27,"Sep 22, 1994",Germany,EINTRACHT FRANKFURT,,Left-Back,4.0,18,0,1,779,0,0,1.8,"Jul 1, 2021","Jun 30, 2024",/christopher-lenz/profil/spieler/159844
370,Jan Schröder,19,"Apr 15, 2003",Germany,EINTRACHT FRANKFURT,,Left-Back,0.2,18,0,3,1489,0,0,1.82,"Aug 20, 2021","Jun 30, 2023",/jan-schroder/profil/spieler/610798
373,Timothy Chandler,32,"Mar 29, 1990",United States,EINTRACHT FRANKFURT,,Right-Back,1.2,22,0,1,1555,0,0,1.86,"Jul 1, 2014","Jun 30, 2025",/timothy-chandler/profil/spieler/49723
376,Djibril Sow,25,"Feb 6, 1997 ",Switzerland,EINTRACHT FRANKFURT,,Central Midfield,22.0,44,3,6,3600,0,0,1.84,"Jul 1, 2019","Jun 30, 2024",/djibril-sow/profil/spieler/212723
377,Sebastian Rode,31,"Oct 11, 1990",Germany,EINTRACHT FRANKFURT,,Central Midfield,2.5,28,1,0,1197,0,0,1.79,"Jul 27, 2019","Jun 30, 2024",/sebastian-rode/profil/spieler/44466
381,Daichi Kamada,25,"Aug 5, 1996 ",Japan,EINTRACHT FRANKFURT,,Attacking Midfield,22.0,46,9,4,3341,0,0,1.84,"Jul 1, 2017","Jun 30, 2023",/daichi-kamada/profil/spieler/356141
382,Jesper Lindström,22,"Feb 29, 2000",Denmark,EINTRACHT FRANKFURT,,Attacking Midfield,17.0,39,5,9,2649,0,0,1.82,"Jul 11, 2021","Jun 30, 2026",/jesper-lindstrom/profil/spieler/513245
390,Rafael Borré,26,"Sep 15, 1995",Colombia,EINTRACHT FRANKFURT,,Centre-Forward,20.0,45,12,8,3554,0,0,1.74,"Jul 5, 2021","Jun 30, 2025",/rafael-borre/profil/spieler/323831
395,Koen Casteels,30,"Jun 25, 1992",Belgium,WOLFSBURG,,Goalkeeper,11.0,34,0,0,3060,50,11,1.97,"Jan 21, 2015","Jun 30, 2024",/koen-casteels/profil/spieler/108880
396,Pavao Pervan,34,"Nov 13, 1987",Austria,WOLFSBURG,,Goalkeeper,0.6,7,0,0,630,16,1,1.94,"Jul 1, 2018","Jun 30, 2024",/pavao-pervan/profil/spieler/51977
397,Philipp Schulze,19,"Jan 29, 2003",Germany,WOLFSBURG,,Goalkeeper,0.2,18,0,0,1650,31,2,1.9,"Jul 1, 2021","Jun 30, 2023",/philipp-schulze/profil/spieler/574203
398,Niklas Klinger,26,"Oct 13, 1995",Germany,WOLFSBURG,,Goalkeeper,0.1,-,0,0,0,0,0,1.87,"Jul 1, 2019","Jun 30, 2023",/niklas-klinger/profil/spieler/192268
399,Maxence Lacroix,22,"Apr 6, 2000 ",France,WOLFSBURG,,Centre-Back,20.0,36,0,0,3128,0,0,1.9,"Aug 25, 2020","Jun 30, 2025",/maxence-lacroix/profil/spieler/434224
400,Sebastiaan Bornauw,23,"Mar 22, 1999",Belgium,WOLFSBURG,,Centre-Back,10.0,31,1,1,2197,0,0,1.91,"Jul 16, 2021","Jun 30, 2026",/sebastiaan-bornauw/profil/spieler/338629
403,Micky van de Ven,21,"Apr 19, 2001",Netherlands,WOLFSBURG,,Centre-Back,4.0,5,0,1,189,0,0,1.93,"Aug 31, 2021","Jun 30, 2027",/micky-van-de-ven/profil/spieler/557459
405,Paulo Otávio,27,"Nov 23, 1994",Brazil,WOLFSBURG,,Left-Back,6.0,11,0,1,536,0,0,1.73,"Jul 1, 2019","Jun 30, 2023",/paulo-otavio/profil/spieler/221611
406,Jérôme Roussillon,29,"Jan 6, 1993 ",France,WOLFSBURG,,Left-Back,4.5,33,1,0,2229,0,0,1.72,"Aug 6, 2018",-,/jerome-roussillon/profil/spieler/127076
407,Ridle Baku,24,"Apr 8, 1998 ",Germany,WOLFSBURG,,Right-Back,20.0,41,5,5,2952,0,0,1.76,"Oct 1, 2020","Jun 30, 2025",/ridle-baku/profil/spieler/327251
413,Maximilian Arnold,28,"May 27, 1994",Germany,WOLFSBURG,,Central Midfield,17.0,41,4,6,3566,0,0,1.84,"Jan 1, 2012","Jun 30, 2026",/maximilian-arnold/profil/spieler/117674
415,Yannick Gerhardt,28,"Mar 13, 1994",Germany,WOLFSBURG,,Central Midfield,6.0,33,1,6,1755,0,0,1.84,"Jul 1, 2016","Jun 30, 2025",/yannick-gerhardt/profil/spieler/119277
416,Gil-Linnart Walther,19,"Mar 14, 2003",Germany,WOLFSBURG,,Central Midfield,,4,0,0,297,0,0,-,-,-,/gil-linnart-walther/profil/spieler/690222
417,Kevin Paredes,19,"May 7, 2003 ",United States,WOLFSBURG,,Left Midfield,5.0,2,0,0,13,0,0,1.7,"Jan 28, 2022","Jun 30, 2026",/kevin-paredes/profil/spieler/711517
418,Felix Nmecha,21,"Oct 10, 2000",Germany,WOLFSBURG,,Attacking Midfield,2.0,18,0,1,345,0,0,1.9,"Jul 21, 2021","Jun 30, 2024",/felix-nmecha/profil/spieler/406640
419,Josip Brekalo,24,"Jun 23, 1998",Croatia,WOLFSBURG,,Left Winger,15.0,35,8,3,2427,0,0,1.75,"Jul 1, 2016","Jun 30, 2026",/josip-brekalo/profil/spieler/293169
423,Luca Waldschmidt,26,"May 19, 1996",Germany,WOLFSBURG,,Second Striker,7.0,19,3,2,980,0,0,1.81,"Aug 22, 2021","Jun 30, 2025",/luca-waldschmidt/profil/spieler/196095
424,Maximilian Philipp,28,"Mar 1, 1994 ",Germany,WOLFSBURG,,Second Striker,4.5,25,1,4,1144,0,0,1.83,"Jul 1, 2021","Jun 30, 2023",/maximilian-philipp/profil/spieler/143891
427,Lukas Nmecha,23,"Dec 14, 1998",Germany,WOLFSBURG,,Centre-Forward,18.0,31,10,1,2014,0,0,1.85,"Jul 16, 2021","Jun 30, 2025",/lukas-nmecha/profil/spieler/314288
429,Jonas Wind,23,"Feb 7, 1999 ",Denmark,WOLFSBURG,,Centre-Forward,14.0,42,16,7,3308,0,0,1.9,"Jan 31, 2022","Jun 30, 2026",/jonas-wind/profil/spieler/391004
432,Manuel Riemann,33,"Sep 9, 1988 ",Germany,BOCHUM,,Goalkeeper,1.2,35,0,0,3121,49,8,1.86,"Jul 1, 2015","Jun 30, 2025",/manuel-riemann/profil/spieler/40792
433,Michael Esser,34,"Nov 22, 1987",Germany,BOCHUM,,Goalkeeper,0.4,4,0,0,389,9,0,1.98,"Jul 1, 2021","Jun 30, 2024",/michael-esser/profil/spieler/61989
434,Tjark Ernst,19,"Mar 15, 2003",Germany,BOCHUM,,Goalkeeper,0.2,19,0,0,1710,11,11,1.93,-,"Jun 30, 2026",/tjark-ernst/profil/spieler/553282
435,Paul Grave,21,"Apr 10, 2001",Germany,BOCHUM,,Goalkeeper,0.1,-,0,0,0,0,0,1.93,"Mar 2, 2019",-,/paul-grave/profil/spieler/452192
438,Erhan Masovic,23,"Nov 22, 1998",Serbia,BOCHUM,,Centre-Back,2.5,22,0,0,1670,0,0,1.89,"Oct 5, 2020","Jun 30, 2025",/erhan-masovic/profil/spieler/343959
439,Vasilios Lampropoulos,32,"Mar 31, 1990",Greece,BOCHUM,,Centre-Back,0.5,15,0,0,1264,0,0,1.85,"Aug 14, 2020","Jun 30, 2023",/vasilios-lampropoulos/profil/spieler/63489
441,Danilo Soares,30,"Oct 29, 1991",Brazil,BOCHUM,,Left-Back,2.2,34,0,1,2874,0,0,1.7,"Jul 1, 2017","Jun 30, 2024",/danilo-soares/profil/spieler/154396
445,Cristian Gamboa,32,"Oct 24, 1989",Costa Rica,BOCHUM,,Right-Back,0.7,27,1,0,2113,0,0,1.75,"Aug 27, 2019","Jun 30, 2024",/cristian-gamboa/profil/spieler/121686
446,Anthony Losilla,36,"Mar 10, 1986",France,BOCHUM,,Defensive Midfield,0.5,37,2,0,3387,0,0,1.85,"Jul 1, 2014","Jun 30, 2024",/anthony-losilla/profil/spieler/111266
449,Patrick Osterhage,22,"Feb 1, 2000 ",Germany,BOCHUM,,Central Midfield,0.9,15,0,2,725,0,0,1.86,"Jul 1, 2021","Jun 30, 2026",/patrick-osterhage/profil/spieler/443331
454,Gerrit Holtmann,27,"Mar 25, 1995",Philippines,BOCHUM,,Left Winger,4.5,33,5,7,2169,0,0,1.85,"Aug 24, 2020","Jun 30, 2025",/gerrit-holtmann/profil/spieler/190289
455,Christopher Antwi-Adjei,28,"Feb 7, 1994 ",Ghana,BOCHUM,,Left Winger,1.0,28,1,4,1291,0,0,1.74,"Jul 1, 2021","Jun 30, 2024",/christopher-antwi-adjei/profil/spieler/289182
457,Takuma Asano,27,"Nov 10, 1994",Japan,BOCHUM,,Right Winger,3.0,31,3,4,1838,0,0,1.73,"Jul 1, 2021","Jun 30, 2024",/takuma-asano/profil/spieler/245744
458,Tarsis Bonga,25,"Jan 10, 1997",Germany,BOCHUM,,Right Winger,0.3,3,0,0,14,0,0,1.97,"Jul 15, 2020","Jun 30, 2023",/tarsis-bonga/profil/spieler/283140
461,Simon Zoller,31,"Jun 26, 1991",Germany,BOCHUM,,Centre-Forward,1.1,11,4,3,714,0,0,1.79,"Jan 1, 2019","Jun 30, 2024",/simon-zoller/profil/spieler/79967
465,Rafal Gikiewicz,34,"Oct 26, 1987",Poland,AUGSBURG,,Goalkeeper,1.2,36,0,0,3270,60,9,1.9,"Jul 1, 2020","Jun 30, 2023",/rafal-gikiewicz/profil/spieler/78339
466,Tomas Koubek,29,"Aug 26, 1992",Czech Republic,AUGSBURG,,Goalkeeper,1.0,-,0,0,0,0,0,1.97,"Aug 6, 2019","Jun 30, 2024",/tomas-koubek/profil/spieler/146714
467,Daniel Klein,21,"Mar 13, 2001",Germany,AUGSBURG,,Goalkeeper,0.2,12,0,0,1013,17,4,1.93,"Jul 2, 2021","Jun 30, 2025",/daniel-klein/profil/spieler/392124
468,Reece Oxford,23,"Dec 16, 1998",England,AUGSBURG,,Centre-Back,12.0,31,3,1,2814,0,0,1.9,"Aug 2, 2019","Jun 30, 2025",/reece-oxford/profil/spieler/314295
469,Felix Uduokhai,24,"Sep 9, 1997 ",Germany,AUGSBURG,,Centre-Back,10.0,15,0,0,919,0,0,1.92,"Jul 1, 2020","Jun 30, 2024",/felix-uduokhai/profil/spieler/278343
470,Jeffrey Gouweleeuw,30,"Jul 10, 1991",Netherlands,AUGSBURG,,Centre-Back,3.5,30,2,0,2698,0,0,1.87,"Jan 9, 2016","Jun 30, 2024",/jeffrey-gouweleeuw/profil/spieler/106405
471,Frederik Winther,21,"Jan 4, 2001 ",Denmark,AUGSBURG,,Centre-Back,1.0,7,1,0,568,0,0,1.9,"Oct 4, 2020","Jun 30, 2023",/frederik-winther/profil/spieler/569349
472,Iago,25,"Mar 23, 1997",Brazil,AUGSBURG,,Left-Back,5.5,30,2,7,2370,0,0,1.81,"Jul 1, 2019","Jun 30, 2024",/iago/profil/spieler/520468
473,Mads Pedersen,25,"Sep 1, 1996 ",Denmark,AUGSBURG,,Left-Back,2.0,29,2,1,1390,0,0,1.74,"Jul 1, 2019","Jun 30, 2024",/mads-pedersen/profil/spieler/288429
475,Robert Gumny,24,"Jun 4, 1998 ",Poland,AUGSBURG,,Right-Back,2.5,30,0,0,2412,0,0,1.82,"Sep 2, 2020","Jun 30, 2025",/robert-gumny/profil/spieler/353826
476,Raphael Framberger,26,"Sep 6, 1995 ",Germany,AUGSBURG,,Right-Back,1.5,24,0,0,927,0,0,1.79,"Jan 1, 2015","Jun 30, 2023",/raphael-framberger/profil/spieler/146163
477,Niklas Dorsch,24,"Jan 15, 1998",Germany,AUGSBURG,,Defensive Midfield,10.0,31,1,1,2417,0,0,1.78,"Jul 8, 2021","Jun 30, 2026",/niklas-dorsch/profil/spieler/251302
478,Carlos Gruezo,27,"Apr 19, 1995",Ecuador,AUGSBURG,,Defensive Midfield,3.2,18,0,0,997,0,0,1.72,"Jul 2, 2019","Dec 31, 2025",/carlos-gruezo/profil/spieler/189475
479,Tobias Strobl,32,"May 12, 1990",Germany,AUGSBURG,,Defensive Midfield,0.9,6,0,0,444,0,0,1.88,"Jul 1, 2020","Jun 30, 2023",/tobias-strobl/profil/spieler/57845
480,Dikeni Salifou,19,"Jun 8, 2003 ",Togo,AUGSBURG,,Defensive Midfield,,7,0,0,596,0,0,1.91,-,-,/dikeni-salifou/profil/spieler/664973
484,Dominic Schmidt,21,"Mar 12, 2001",Germany,AUGSBURG,,Central Midfield,0.1,22,1,0,1310,0,0,1.85,-,"Jun 30, 2023",/dominic-schmidt/profil/spieler/476498
485,Fredrik Jensen,24,"Sep 9, 1997 ",Finland,AUGSBURG,,Attacking Midfield,1.5,16,2,4,655,0,0,1.83,"Jul 1, 2018","Jun 30, 2025",/fredrik-jensen/profil/spieler/249157
486,Rubén Vargas,23,"Aug 5, 1998 ",Switzerland,AUGSBURG,,Left Winger,8.0,30,2,3,2064,0,0,1.79,"Jul 1, 2019","Jun 30, 2025",/ruben-vargas/profil/spieler/345886
487,André Hahn,31,"Aug 13, 1990",Germany,AUGSBURG,,Right Winger,2.0,34,6,3,2266,0,0,1.85,"Jul 1, 2018","Jun 30, 2023",/andre-hahn/profil/spieler/42783
488,Noah Joel Sarenren Bazee,25,"Aug 21, 1996",Germany,AUGSBURG,,Right Winger,1.0,18,3,2,497,0,0,1.83,"Jul 1, 2019","Jun 30, 2024",/noah-joel-sarenren-bazee/profil/spieler/283001
489,Daniel Caligiuri,34,"Jan 15, 1988",Italy,AUGSBURG,,Right Winger,0.8,29,4,3,2061,0,0,1.82,"Jul 1, 2020","Jun 30, 2023",/daniel-caligiuri/profil/spieler/38410
