iter	MultiClass
218	0.658293459
219	0.6580262871
220	0.6577006472
221	0.6574708861
222	0.6572778451
223	0.6572271873
224	0.6571389992
225	0.6568374744
226	0.6565603317
227	0.6562982899
228	0.6562294603
229	0.6559237361
230	0.6558515259
231	0.6556403627
232	0.6555096841
233	0.6552800084
234	0.6551474136
235	0.6549674149
236	0.6548068535
237	0.6547583953
238	0.6546239125
239	0.6545150307
240	0.6544177781
241	0.6540473419
242	0.6538555266
243	0.6538108237
244	0.6536756436
245	0.6535222996
246	0.6533673815
247	0.6530999387
248	0.6528252786
249	0.6526142046
250	0.652407442
251	0.6523103981
252	0.6522018022
253	0.6518272658
254	0.6516833932
255	0.6514572975
256	0.6512361942
257	0.6511197957
258	0.6510292827
259	0.6508127656
260	0.6504065476
261	0.6501906574
262	0.6498535226
263	0.6498120631
264	0.6494857077
265	0.6493037353
266	0.6490577697
267	0.6488993334
268	0.6487300457
269	0.6486265824
270	0.648470751
271	0.6481724652
272	0.647965158
273	0.6476946129
274	0.6475232999
275	0.6473456314
276	0.6471489084
277	0.6470163146
278	0.6467510021
279	0.646361285
280	0.6460769845
281	0.6459392366
282	0.6457161705
283	0.6455837863
284	0.6454941088
285	0.6453649796
286	0.6452814216
287	0.6451182779
288	0.6450264852
289	0.6447391873
290	0.6446801866
291	0.6445004765
292	0.6441732358
293	0.6439929522
294	0.6439115531
295	0.6437757286
296	0.6436513978
297	0.6434946808
298	0.6432859203
299	0.6431434522
300	0.6430052012
301	0.6427767456
302	0.6426362742
303	0.6424561173
304	0.6423950328
305	0.6422112517
306	0.6420855288
307	0.6419693753
308	0.6418173382
309	0.641626053
310	0.6413972392
311	0.6412950757
312	0.6411956748
313	0.6411290058
314	0.6409526106
315	0.640725642
316	0.6404976047
317	0.6403898757
318	0.6402222325
319	0.6400101664
320	0.6399258217
321	0.6396873118
322	0.6395906172
323	0.6394561166
324	0.6392269446
325	0.6390440549
326	0.6389598813
327	0.6388703903
328	0.6387879459
329	0.6384554863
330	0.638266122
331	0.6381699866
332	0.6380727026
333	0.6379385371
334	0.637684761
335	0.6374827565
336	0.6374025776
337	0.6371484902
338	0.6369866124
339	0.6369128017
340	0.6367897988
341	0.6366519959
342	0.6365394227
343	0.6363928923
344	0.6363173494
345	0.6362078677
346	0.6360546713
347	0.6359086352
348	0.6357015736
349	0.6355342274
350	0.6354025145
351	0.6352778298
352	0.6352114672
353	0.6350839023
354	0.6350543551
355	0.6349993765
356	0.6349117203
357	0.6348755812
358	0.6345978521
359	0.6344120149
360	0.634284105
361	0.6341762061
362	0.6341283738
363	0.6339313263
364	0.6337250718
365	0.6334745325
366	0.6334183783
367	0.6333237722
368	0.6330910992
369	0.6328702963
370	0.6327620193
371	0.6326882701
372	0.6325741207
373	0.6322321199
374	0.6320598655
375	0.6319320239
376	0.6318764592
377	0.631798424
378	0.6316557177
379	0.6315273022
380	0.6313352585
381	0.6310945249
382	0.6310126479
383	0.6307765025
384	0.6306202603
385	0.6305349159
386	0.6304233666
387	0.6302035184
388	0.6299998062
389	0.6297948149
390	0.6296893552
391	0.6295630996
392	0.6294973037
393	0.6292698364
394	0.6292312119
395	0.629114967
396	0.6290406639
397	0.6289763507
398	0.6288487515
399	0.628727803
400	0.6286510952
401	0.6285658033
402	0.6284863589
403	0.6284199701
404	0.6282735479
405	0.628065594
406	0.6279933823
407	0.627867792
408	0.6276724515
409	0.6276087355
410	0.6275588177
411	0.6275229565
412	0.6274387808
413	0.627335931
414	0.627258694
415	0.6271012851
416	0.6269805906
417	0.6269236714
418	0.6267974822
419	0.6264754386
420	0.6263824917
421	0.6262578203
422	0.6260752286
423	0.625926955
424	0.6256175263
425	0.6255290467
426	0.6254887721
427	0.6253256657
428	0.6252452219
429	0.6252156727
430	0.6249802104
431	0.6249247541
432	0.6248756768
433	0.6247023381
434	0.6246178695
435	0.6244347123
436	0.6243116924
437	0.624032751
438	0.6238606832
439	0.623758075
440	0.6236747719
441	0.623389459
442	0.623298049
443	0.6232261689
444	0.6231532881
445	0.623112512
446	0.6229113284
447	0.6228177865
448	0.6226392783
449	0.622546094
450	0.622493839
451	0.6223945285
452	0.6223151817
453	0.6222427337
454	0.6221948921
455	0.6221077224
456	0.6218312252
457	0.621609409
458	0.6214095047
459	0.6212201303
460	0.6211774269
461	0.6209943443
462	0.6208826004
463	0.6207556629
464	0.6206298938
465	0.6203991783
466	0.6203113425
467	0.6202687118
468	0.6201705464
469	0.6201530207
470	0.6198539783
471	0.6197523269
472	0.6196682235
473	0.6195243924
474	0.6193652506
475	0.6193093551
476	0.6192258457
477	0.6191286853
478	0.6190124017
479	0.618923656
480	0.618811994
481	0.6182379373
482	0.6182070245
483	0.6179990447
484	0.6179140159
485	0.6178134914
486	0.6174481911
487	0.6172926257
488	0.6172201652
489	0.6171699424
490	0.617053284
491	0.6170152935
492	0.6168950034
493	0.6167173743
494	0.6166027984
495	0.616489119
496	0.61624454
497	0.616150541
498	0.6161235401
499	0.6160655942
500	0.6159637867
501	0.6158482171
502	0.6157919278
503	0.615739557
504	0.6155794866
505	0.6155527437
506	0.6154198534
507	0.615289331
508	0.6151798015
509	0.6150014559
510	0.614970558
511	0.6147671479
512	0.61463008
513	0.6145488784
514	0.6144711509
515	0.6142579918
516	0.6141704746
517	0.6141296607
518	0.614070954
519	0.6139839788
520	0.613911817
521	0.6138592756
522	0.6137893007
523	0.6135580554
524	0.6132702384
525	0.6131922427
526	0.6130910617
527	0.6129574989
528	0.6127627724
529	0.6127459341
530	0.6127054631
531	0.6126411198
532	0.6125210828
533	0.6124492093
534	0.6123664557
535	0.6123242013
536	0.612279337
537	0.6122228921
538	0.6119550633
539	0.6118861624
540	0.6117531306
541	0.6116838311
542	0.6116004499
543	0.6114597144
544	0.6113683346
545	0.6112706388
546	0.6110976782
547	0.6109981692
548	0.6109005233
549	0.6108524697
550	0.6107449255
551	0.6106144542
552	0.6104738343
553	0.610272473
554	0.6102295707
555	0.6100995753
556	0.6099736322
557	0.6098569133
558	0.609672397
559	0.6096040436
560	0.6095243798
561	0.609459997
562	0.6093758298
563	0.6091657005
564	0.6091189094
565	0.609010526
566	0.6089289423
567	0.6088594235
568	0.6087614704
569	0.6086442521
570	0.6085053539
571	0.6083857252
572	0.6083253578
573	0.6082395937
574	0.6080510342
575	0.6079303054
576	0.6078405986
577	0.6077748793
578	0.6076110208
579	0.607357049
580	0.6071758476
581	0.6071346101
582	0.6070956095
583	0.6070277588
584	0.6070001951
585	0.6069170712
586	0.606854235
587	0.6067568605
588	0.6065840192
589	0.6065142605
590	0.6064198504
591	0.606324641
592	0.6062082635
593	0.6061003966
594	0.606040083
595	0.6059293806
596	0.6057421085
597	0.6057100796
598	0.6056698555
599	0.6055030416
600	0.6054392704
601	0.6053208209
602	0.6052748289
603	0.6051703146
604	0.6050578516
605	0.6048313715
606	0.6047019197
607	0.6045396043
608	0.6044462778
609	0.6043287599
610	0.6041988114
611	0.6040908315
612	0.6039246056
613	0.6038578586
614	0.6038106662
615	0.6037365235
616	0.6035735117
617	0.6034415312
618	0.6033369094
619	0.6032189961
620	0.6031920266
621	0.6030042798
622	0.602964623
623	0.6028296308
624	0.6027439496
625	0.6027247169
626	0.6026215728
627	0.6025336259
628	0.6024112661
629	0.6022393811
630	0.6022072412
631	0.6020342985
632	0.6019221198
633	0.6017789861
634	0.6016904148
635	0.6016302242
636	0.6014988412
637	0.6013574603
638	0.6011978433
639	0.6010949006
640	0.6010181097
641	0.6009529125
642	0.6009363484
643	0.6008188127
644	0.6007273616
645	0.60058781
646	0.6004547041
647	0.6003842409
648	0.6003311195
649	0.6002384049
650	0.6002131868
651	0.6001307999
652	0.6000610881
653	0.6000074158
654	0.5999484956
655	0.5997887381
656	0.5997208459
657	0.5996393203
658	0.5996006319
659	0.5995289718
660	0.5994786081
661	0.5993476212
662	0.5992588421
663	0.5991402424
664	0.599077155
665	0.5990213577
666	0.5989581337
667	0.5988678721
668	0.5987754341
669	0.5986671361
670	0.5985550196
671	0.5985012784
672	0.598456781
673	0.5984223824
674	0.5983834655
675	0.5983637259
676	0.5982152085
677	0.5980934685
678	0.5979090414
679	0.5978718497
680	0.5977319872
681	0.5976089292
682	0.5974929774
683	0.5974144074
684	0.5973045256
685	0.5972479
686	0.5971194755
687	0.5970474257
688	0.5970270641
689	0.5969798613
690	0.5967920165
691	0.5967021502
692	0.5966621969
693	0.5966465985
694	0.5965796324
695	0.5964791557
696	0.5964278002
697	0.5963659731
698	0.5963148072
699	0.5962832319
700	0.5962174133
701	0.596145507
702	0.5960758325
703	0.5960189455
704	0.5959609171
705	0.5958759008
706	0.5958141573
707	0.5957553853
708	0.5956721084
709	0.5956247989
710	0.5955027917
711	0.5954680154
712	0.5954256218
713	0.595361733
714	0.5952715062
715	0.5951989933
716	0.5950424995
717	0.5949125084
718	0.5947058279
719	0.5946560288
720	0.5945272081
721	0.594440215
722	0.5943421037
723	0.5942602234
724	0.5941957726
725	0.5941181008
726	0.5940552001
727	0.593944425
728	0.5938946377
729	0.5938229699
730	0.5937470492
731	0.5936771919
732	0.5935203595
733	0.593481019
734	0.5934477026
735	0.5933572367
736	0.5932274128
737	0.593150338
738	0.5930210187
739	0.5929730959
740	0.5929250888
741	0.5928121789
742	0.5927881769
743	0.5927240177
744	0.5926248807
745	0.5925849715
746	0.5924774895
747	0.5924434814
748	0.5923225691
749	0.5922201968
750	0.5920595232
751	0.5919726348
752	0.5918742461
753	0.5917074139
754	0.5915329752
755	0.5914752004
756	0.5913406319
757	0.5912127305
758	0.5911004897
759	0.5910497508
760	0.590993128
761	0.5908556712
762	0.5908014254
763	0.5907597986
764	0.5906831214
765	0.5905190633
766	0.5904321269
767	0.5903671523
768	0.5902337307
769	0.5901711694
770	0.5900963162
771	0.590068433
772	0.5900057976
773	0.5899254403
774	0.5898103715
775	0.5897723447
776	0.5896779934
777	0.5896294109
778	0.5895147007
779	0.5894235375
780	0.5893655926
781	0.5893058681
782	0.5891923355
783	0.589178999
784	0.5891190854
785	0.5890810431
786	0.5890081545
787	0.5888167228
788	0.5887367737
789	0.5886432823
790	0.5885823242
791	0.5885402127
792	0.5884470416
793	0.588412864
794	0.5883369974
795	0.5882779732
796	0.588223332
797	0.588192455
798	0.588023112
799	0.5879150852
800	0.5878672742
801	0.5877789569
802	0.5877315825
803	0.5876870911
804	0.5876165885
805	0.5875369757
806	0.5874407648
807	0.5873551937
808	0.587287019
809	0.5872240808
810	0.5871669994
811	0.5870794636
812	0.587015288
813	0.5869580437
814	0.5866430973
815	0.5866283537
816	0.5865080031
817	0.586435172
818	0.5863890826
819	0.5863211727
820	0.5862460994
821	0.5861560241
822	0.5860668501
823	0.586026351
824	0.585994634
825	0.5858566014
826	0.5857211807
827	0.5856639989
828	0.5855937824
829	0.5855227295
830	0.5854512104
831	0.5853464722
832	0.5852449509
833	0.5851597135
834	0.5851401737
835	0.585106159
836	0.5850499408
837	0.5849856659
838	0.5849135271
839	0.5847907134
840	0.5847239673
841	0.5846717306
842	0.5845811489
843	0.5844405494
844	0.5843620793
845	0.584331838
846	0.5842485716
847	0.5842028593
848	0.5841607668
849	0.5840308132
850	0.58400975
851	0.5839631796
852	0.5838316043
853	0.583763497
854	0.5837128243
855	0.5835586025
856	0.5834657884
857	0.5834035107
858	0.5833299853
859	0.5832866311
860	0.583266451
861	0.5831727823
862	0.5831561794
863	0.5829331938
864	0.5828613191
865	0.5826819765
866	0.5826281646
867	0.582586808
868	0.5824378449
869	0.582366767
870	0.5823027066
871	0.5822685473
872	0.5822072353
873	0.582163831
874	0.5821287607
875	0.5820467775
876	0.58197033
877	0.5818959761
878	0.5818071032
879	0.5817115036
880	0.5816936992
881	0.5816324359
882	0.5815951128
883	0.5815225167
884	0.5814948229
885	0.5814274063
886	0.5813293838
887	0.581313919
888	0.5812008623
889	0.5811790703
890	0.5810907438
891	0.5810112601
892	0.5809491641
893	0.5808726139
894	0.5807807035
895	0.5807609505
896	0.5806424712
897	0.5805979565
898	0.5805521978
899	0.5805098841
900	0.5803951928
901	0.5803072339
902	0.5802639072
903	0.5801230415
904	0.5800269829
905	0.5800024618
906	0.5799577711
907	0.5798922165
908	0.5798481939
909	0.5797972358
910	0.5797122912
911	0.579608921
912	0.5795003789
913	0.5794410636
914	0.579388149
915	0.5793357978
916	0.5792814148
917	0.579187489
918	0.5791247363
919	0.5790846091
920	0.5789603649
921	0.5789169227
922	0.5787930702
923	0.578702719
924	0.5785842541
925	0.5785358884
926	0.5783771127
927	0.5783344911
928	0.578261772
929	0.578243707
930	0.5781896634
931	0.5780960318
932	0.5780337623
933	0.5779450089
934	0.5778600563
935	0.5777785828
936	0.5777156229
937	0.577664642
938	0.5776543897
939	0.5775513083
940	0.5774999914
941	0.577444461
942	0.5773737499
943	0.5772669328
944	0.5772013967
945	0.577156112
946	0.5770615248
947	0.5770147241
948	0.5769141133
949	0.5768315538
950	0.5767999621
951	0.5767580912
952	0.5766689438
953	0.5765741179
954	0.576434423
955	0.5763495487
956	0.5762540539
957	0.5761806212
958	0.5760416321
959	0.5759895125
960	0.575920732
961	0.5758616837
962	0.5757990114
963	0.5755882348
964	0.575482224
965	0.5753848017
966	0.5753684539
967	0.5753118181
968	0.5752308222
969	0.5751403122
970	0.5750508509
971	0.5750361777
972	0.574942806
973	0.5748287409
974	0.5746919615
975	0.5746119499
976	0.5745407734
977	0.5745018828
978	0.5743969127
979	0.5743613096
980	0.5742429332
981	0.5741916356
982	0.5741187517
983	0.5740563442
984	0.5740102283
985	0.5738805006
986	0.57370107
987	0.5736774592
988	0.5734016967
989	0.5733127343
990	0.5732475603
991	0.5731829972
992	0.5731753462
993	0.5731640788
994	0.5730040911
995	0.5729544974
996	0.572918813
997	0.572904251
998	0.5728782866
999	0.5728289387
